song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,instrumentalness,liveliness,valence,predicted_mood,spotify_id,spotify_url
Olavemba Ondu,K J Yesudas|Vani Jairam,/artist/k-j-yesudas|/artist/vani-jayaram,0.0,Kannada,2011-04-01,0.44,0.808,0.391,0.702,-8.943,0.008,119.965,1,10,0.04,4,38,8190897,0,0,0,Sad,5NR0YXzqZAxqL9KrZ3RTep,https://open.spotify.com/track/5NR0YXzqZAxqL9KrZ3RTep
Chamundeswari,L.R. Eswari,/artist/lr-eswari-2,0.0,Kannada,2011-04-03,0.49,0.57,0.054,0.9,-7.449,0.069,213.164,1,6,0.07,4,41,5758046,0,0,0,Sad,4oDiWeHswttm45WqQ7zlvD,https://open.spotify.com/track/4oDiWeHswttm45WqQ7zlvD
Mathade Ekonalla,Lata Mangeshkar,/artist/lata-mangeshkar,0.0,Kannada,2011-04-05,0.13,0.22,0.162,0.79,-10.895,0.08,150.01,0,1,0.0062,4,88,4053042,0,0,0,Sad,3J8K8fXINO5HHzVLTMDMMc,https://open.spotify.com/track/3J8K8fXINO5HHzVLTMDMMc
Nanna Nee,Sangeetha|Shylaja,/artist/sangeetha|/artist/shylaja,0.0,Kannada,2011-05-01,0.72,0.713,0.479,0.284,-5.135,0.064,181.065,0,6,0.017,4,44,5141392,0,0,0,Sad,6zub0D5Hs6GAGTLoGtNyKm,https://open.spotify.com/track/6zub0D5Hs6GAGTLoGtNyKm
Ee Naada Anda,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Kannada,2011-05-03,0.44,0.186,0.04,0.186,-8.592,0.0948,115.051,1,1,0.06,4,38,9324852,0,0,0,Sad,547YgTvgOz0TBKsYIuOWHQ,https://open.spotify.com/track/547YgTvgOz0TBKsYIuOWHQ
Lalitha Lavanga,M.S. Sheela,/artist/ms-sheela,0.0,Kannada,2011-05-05,0.66,0.53,0.731,0.83,-13.806,0.097,152.166,1,5,0.068,4,72,1281537,0,0,0,Happy,3aOi89eGiC6T1CR0DelI57,https://open.spotify.com/track/3aOi89eGiC6T1CR0DelI57
Alli Illi Hudukutha,P. Susheela|S. P. Balasubrahmanyam,/artist/p-suseela-2|/artist/s-p-balasubrahamanyam,0.0,Kannada,2011-05-08,0.45,0.07,0.394,0.4,-7.877,0.08,171.028,1,8,0.01,4,70,2031945,0,0,0,Sad,3loaY9XXgzEPbHoN0WG9v3,https://open.spotify.com/track/3loaY9XXgzEPbHoN0WG9v3
Alealeyali Vuliyulididhe,P.B. Sreenivas,/artist/pb-sreenivas,0.0,Kannada,2011-06-01,0.37,0.63,0.859,0.3,-13.735,0.088,162.0,1,8,0.05,4,56,971403,0,0,0,Energetic,2Djjho4U6vHxGpQblb0zAc,https://open.spotify.com/track/2Djjho4U6vHxGpQblb0zAc
Sarigama Padanisa,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Kannada,2011-06-01,0.64,0.092,0.22,0.493,-3.978,0.068,198.336,1,6,0.007,4,26,6024668,0,0,0,Sad,6ZhVRlFmUP2BBY8I3pMsM9,https://open.spotify.com/track/6ZhVRlFmUP2BBY8I3pMsM9
Avasara Yethake,S. Janaki|P.B. Sreenivas,/artist/s-janaki|/artist/pb-sreenivas,0.0,Kannada,2011-06-01,0.39,0.4,0.913,0.5,-8.33,0.02,187.724,0,9,0.055,4,63,8472859,0,0,0,Sad,2GJvITlXnKFiHUiL9lxKUo,https://open.spotify.com/track/2GJvITlXnKFiHUiL9lxKUo
Kousalya Supraja Rama - Pbsreenivas,P.B. Sreenivas,/artist/pb-sreenivas,0.0,Kannada,2011-06-04,0.77,0.17,0.103,0.6,-8.703,0.0077,111.359,1,2,0.0645,4,39,4491692,0,0,0,Sad,2MXTyNwsUfSXBSwWIvS8Vr,https://open.spotify.com/track/2MXTyNwsUfSXBSwWIvS8Vr
Idhu Shrungara Hennina,S. Janaki,/artist/s-janaki,0.0,Kannada,2011-06-07,0.3,0.439,0.152,0.975,-2.932,0.06,200.042,0,10,0.03,4,92,4945701,0,0,0,Sad,3OMkn4dAAwYwkxav47BvLq,https://open.spotify.com/track/3OMkn4dAAwYwkxav47BvLq
Mantralayavara,Parupalli Sri Ranganath|Vijayalakshmi Sharma,/artist/parupalli-sri-ranganath|/artist/vijayalakshmi-sharma,0.0,Kannada,2011-06-10,0.7,0.998,0.966,0.236,-6.591,0.001,135.082,1,1,0.0913,4,97,5507318,0,0,0,Happy,64yQFA8ktaDTE4aZOnwLQr,https://open.spotify.com/track/64yQFA8ktaDTE4aZOnwLQr
Ee Chendina Aata,P. Susheela|S. P. Balasubrahmanyam,/artist/p-suseela-2|/artist/s-p-balasubrahamanyam,0.0,Kannada,2011-06-12,0.09,0.86,0.067,1.0,-7.155,0.0964,119.994,0,5,0.01,4,91,2476423,0,0,0,Sad,4DoaYI6DnyIvomIaH6rnbw,https://open.spotify.com/track/4DoaYI6DnyIvomIaH6rnbw
Yaru Neenu,Kousalya|Dr. Rajkumar,/artist/kousalya|/artist/dr-rajkumar-1,0.0,Kannada,2011-07-02,0.27,0.503,0.926,0.88,-10.781,0.06,174.071,1,8,0.0739,4,68,4241188,0,0,0,Energetic,06h11IWM4YM81SG6c48fWw,https://open.spotify.com/track/06h11IWM4YM81SG6c48fWw
Bhaaratha Bhooshira,S. Janaki,/artist/s-janaki,0.0,Kannada,2011-07-04,0.97,0.87,0.066,0.6,-5.171,0.0159,114.042,1,1,0.07,4,52,4096292,0,0,0,Sad,77wiW3yBPRkJXivTcuv7xU,https://open.spotify.com/track/77wiW3yBPRkJXivTcuv7xU
Indian Figure Repeat,L N Shastri,/artist/l-n-shastri,0.0,Kannada,2011-07-05,0.25,0.146,0.528,0.57,-10.766,0.08,177.797,1,3,0.0065,4,53,6120136,0,0,0,Sad,53dkS3h9uTNsWYZTPacnpx,https://open.spotify.com/track/53dkS3h9uTNsWYZTPacnpx
Hookaranjiya,S. P. Balasubrahmanyam|B.R.Chaya,/artist/s-p-balasubrahamanyam|/artist/brchaya,0.0,Kannada,2011-07-06,0.43,0.86,0.226,0.7,-10.942,0.031,139.888,1,8,0.044,4,27,10474489,0,0,0,Sad,2cBxvCHSoM7frPFeuZ3KLW,https://open.spotify.com/track/2cBxvCHSoM7frPFeuZ3KLW
"Chandolli Chandra (Version, 1)",Sangeetha|Shylaja,/artist/sangeetha|/artist/shylaja,0.0,Kannada,2011-07-07,0.32,0.94,0.304,0.77,-12.707,0.066,112.655,1,0,0.075,4,59,4603296,0,0,0,Sad,1mTHv7kwpnQozTFSCWzsUO,https://open.spotify.com/track/1mTHv7kwpnQozTFSCWzsUO
Bhale Brahmachari,L.R. Eswari,/artist/lr-eswari-2,0.0,Kannada,2011-07-12,0.29,0.44,0.392,0.8,-9.455,0.022,161.489,1,5,0.033,4,68,4512810,0,0,0,Sad,2tZxfRBvLxmj9QcHiJNgZt,https://open.spotify.com/track/2tZxfRBvLxmj9QcHiJNgZt
Irukkun Varaikkum,Mano,/artist/mano,0.0,Kannada,2011-08-02,0.94,0.67,0.862,0.04,-7.096,0.0805,207.64,1,4,0.043,4,70,5687883,0,0,0,Happy,2gEL7r58nzknariZmesTwb,https://open.spotify.com/track/2gEL7r58nzknariZmesTwb
Kannanchali,S. Janaki,/artist/s-janaki,0.0,Kannada,2011-08-04,0.27,0.25,0.265,0.3,-11.128,0.0217,165.994,0,6,0.063,4,54,6643830,0,0,0,Sad,13LFuF3LShkimf4dA7R1KG,https://open.spotify.com/track/13LFuF3LShkimf4dA7R1KG
Dharegella Romanchana,B.K. Sumitra,/artist/bk-sumitra-2,0.0,Kannada,2011-08-06,0.63,0.05,0.312,0.68,-13.63,0.01,169.088,0,7,0.01,4,73,6242949,0,0,0,Sad,0WSGGinKSUD01Tr1SZn5Um,https://open.spotify.com/track/0WSGGinKSUD01Tr1SZn5Um
Neennaarigadheyo Ele,P.B. Sreenivas|Bangalore Latha,/artist/pb-sreenivas|/artist/bangalore-latha,0.0,Kannada,2011-08-07,0.75,0.521,0.974,0.565,-7.415,0.0894,109.948,0,10,0.0829,4,72,2893451,0,0,0,Happy,0MZTsbEnd7CwMfIzPOEBOH,https://open.spotify.com/track/0MZTsbEnd7CwMfIzPOEBOH
Naadave Nanninda Dooradeya,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Kannada,2011-08-10,0.47,0.18,0.702,0.513,-12.929,0.09,199.872,0,8,0.043,4,53,952312,0,0,0,Energetic,6CMXQ4zYQdATCIecwMWp4j,https://open.spotify.com/track/6CMXQ4zYQdATCIecwMWp4j
Ondhe Ondhu Hosa Hadu,S. Janaki|P.B. Sreenivas,/artist/s-janaki|/artist/pb-sreenivas,0.0,Kannada,2011-09-03,0.95,0.35,0.262,0.2,-13.691,0.009,199.992,0,10,0.0109,4,52,853406,0,0,0,Sad,6FylUYdw3Lmhao03ECb4xh,https://open.spotify.com/track/6FylUYdw3Lmhao03ECb4xh
Dooradinda Bandantha,L.R. Eswari,/artist/lr-eswari-2,0.0,Kannada,2011-09-04,0.02,0.52,0.922,0.6,-5.441,0.05,119.992,0,4,0.09,4,73,8814408,0,0,0,Energetic,5B9BTcqyMXfZCFaSsKIpDH,https://open.spotify.com/track/5B9BTcqyMXfZCFaSsKIpDH
Nayanadali Poreyiralu,P. Susheela,/artist/p-suseela-2,0.0,Kannada,2011-09-09,0.99,0.798,0.166,0.017,-13.905,0.0655,132.989,1,10,0.04,4,91,10579947,0,0,0,Sad,3gs39qHp0Ilbdk4L00Fy8Z,https://open.spotify.com/track/3gs39qHp0Ilbdk4L00Fy8Z
Kaviya Madhura Kalpane,S. Janaki|P.B. Sreenivas,/artist/s-janaki|/artist/pb-sreenivas,0.0,Kannada,2011-09-10,0.8,0.1,0.529,0.69,-10.162,0.02,135.005,1,1,0.03,4,41,3659330,0,0,0,Sad,5Eo2TSIBt1CbB8VDeUSbLC,https://open.spotify.com/track/5Eo2TSIBt1CbB8VDeUSbLC
Thakadimi Thala,S. P. Sailaja,/artist/s-p-sailaja-2,0.0,Kannada,2011-10-01,0.22,0.532,0.295,0.381,-9.463,0.0499,126.115,0,5,0.0858,4,83,9838203,0,0,0,Sad,4ik0DGZPwAJtXGxBLCH8ci,https://open.spotify.com/track/4ik0DGZPwAJtXGxBLCH8ci
Muddu Ganapa,Sangeetha|Shylaja,/artist/sangeetha|/artist/shylaja,0.0,Kannada,2011-10-03,0.71,0.44,0.964,0.389,-3.426,0.098,118.409,1,11,0.0285,4,38,9879457,0,0,0,Energetic,2qZMScSu9ivyT6qdcZwbqh,https://open.spotify.com/track/2qZMScSu9ivyT6qdcZwbqh
Karedaru Kelade,S. Janaki,/artist/s-janaki,0.0,Kannada,2011-10-04,0.96,0.1,0.117,0.6,-2.847,0.0969,110.018,0,11,0.093,4,49,7855460,0,0,0,Sad,1LerKYK8iuyDx5fKyGgZ7Y,https://open.spotify.com/track/1LerKYK8iuyDx5fKyGgZ7Y
Thande Nee Needubaa,Raj Kumar Bharathi|Krishna|Chandalya|Chorus,/artist/raj-kumar-bharathi|/artist/krishna|/artist/chandalya|/artist/chorus,0.0,Kannada,2011-10-04,0.7,0.74,0.106,0.6,-4.312,0.06,150.118,1,1,0.085,4,73,7814874,0,0,0,Sad,33NUjddZagWHaiuyWlLDUp,https://open.spotify.com/track/33NUjddZagWHaiuyWlLDUp
Maathege Migilaada,Kamala|A.P. Komala,/artist/kamala|/artist/ap-komala,0.0,Kannada,2011-10-07,0.11,0.64,0.543,0.8,-13.031,0.042,129.931,1,7,0.0189,4,100,3063274,0,0,0,Sad,5lzxKtIHnVaibRnF1sz0r5,https://open.spotify.com/track/5lzxKtIHnVaibRnF1sz0r5
Dam Dam Dam,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Kannada,2011-10-10,0.25,0.754,0.193,0.604,-2.356,0.0,145.905,0,4,0.0,4,99,2228813,0,0,0,Sad,1CaEheyyUGPirIbmwNguaq,https://open.spotify.com/track/1CaEheyyUGPirIbmwNguaq
Sharanu Bandhevu,B.K. Sumitra,/artist/bk-sumitra-2,0.0,Kannada,2011-10-12,0.65,0.604,0.432,0.183,-4.591,0.02,199.992,1,2,0.04,4,39,987692,0,0,0,Sad,0icqxEVySqQAWOUcXxiEOz,https://open.spotify.com/track/0icqxEVySqQAWOUcXxiEOz
Giniyu Kachchada,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,0.0,Kannada,2011-11-04,0.51,0.32,0.955,0.7,-9.221,0.01,144.801,1,1,0.0,4,32,9895498,0,0,0,Sad,6UHQVnKKpdzZk0iCRePZ36,https://open.spotify.com/track/6UHQVnKKpdzZk0iCRePZ36
Kaamana Kaala,M.d Pallavi,/artist/md-pallavi,0.0,Kannada,2011-11-06,0.87,0.703,0.41,0.738,-13.017,0.06,134.04,1,8,0.095,4,73,1785158,0,0,0,Sad,52wmTpI9Pv3HKpF6j7kCGs,https://open.spotify.com/track/52wmTpI9Pv3HKpF6j7kCGs
Yeneno Keluthire Nanna Nnna,S. Janaki,/artist/s-janaki,0.0,Kannada,2011-11-08,0.1,0.09,0.36,0.0,-12.081,0.02,210.114,1,3,0.09,4,68,1039587,0,0,0,Sad,4MePLil7We3Osg2ZX1PYZD,https://open.spotify.com/track/4MePLil7We3Osg2ZX1PYZD
Baa Thaaye Bharathiye,P.B. Sreenivas,/artist/pb-sreenivas,0.0,Kannada,2011-11-09,0.11,0.466,0.797,0.578,-11.665,0.0743,160.063,1,0,0.05,4,73,4980441,0,0,0,Energetic,3e1ntvzqZWoQKZMivCGsVV,https://open.spotify.com/track/3e1ntvzqZWoQKZMivCGsVV
Sole Illa Ninna Haadu (Sad),S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,0.0,Kannada,2011-11-09,0.25,0.903,0.133,0.63,-12.301,0.0103,124.939,1,6,0.0139,4,61,4736114,0,0,0,Sad,6E8YzesuWnVFu9KRurggYL,https://open.spotify.com/track/6E8YzesuWnVFu9KRurggYL
Loka Mathaye,Manjula Gururaj,/artist/manjula-gururaj,0.0,Kannada,2011-11-12,0.61,0.6,0.587,0.67,-11.393,0.064,161.842,0,11,0.0569,4,97,9085919,0,0,0,Sad,0ROaK2Pj3W2wHIAfKYrtYh,https://open.spotify.com/track/0ROaK2Pj3W2wHIAfKYrtYh
Jagodhoddharana Adisidale,Dr. Rajkumar,/artist/dr-rajkumar-1,0.0,Kannada,2011-12-03,0.7,0.92,0.923,0.7,-3.554,0.004,207.976,1,6,0.04,4,35,6718794,0,0,0,Energetic,7hTw43qjF4o8gvXNhe7GyR,https://open.spotify.com/track/7hTw43qjF4o8gvXNhe7GyR
Anuragada Ravi Udayisalu,Bangalore Latha,/artist/bangalore-latha,0.0,Kannada,2011-12-04,0.89,0.132,0.222,0.669,-11.506,0.0209,159.962,0,3,0.07,4,29,2614530,0,0,0,Sad,3cqQalcZxcGD82sbQTHfxF,https://open.spotify.com/track/3cqQalcZxcGD82sbQTHfxF
Kannu Reppe,S. Janaki|P.B. Sreenivas,/artist/s-janaki|/artist/pb-sreenivas,0.0,Kannada,2011-12-05,0.35,0.552,0.115,0.631,-11.904,0.073,118.095,0,10,0.051,4,39,4663129,0,0,0,Sad,2sTKwAJWn8i7sHfZSs1DYc,https://open.spotify.com/track/2sTKwAJWn8i7sHfZSs1DYc
Sree Vinayaka Suprabhatha,P.B. Sreenivas|S. Janaki,/artist/pb-sreenivas|/artist/s-janaki,0.0,Kannada,2011-12-06,0.24,0.96,0.072,0.7,-4.799,0.0213,115.009,0,2,0.0943,4,68,851706,0,0,0,Sad,4fKyl2tlstAcgpDgQz7kvP,https://open.spotify.com/track/4fKyl2tlstAcgpDgQz7kvP
Preethiyo Premavo,S. P. Balasubrahmanyam|Vani Jairam,/artist/s-p-balasubrahamanyam|/artist/vani-jayaram,0.0,Kannada,2011-12-08,0.31,0.02,0.223,0.5,-7.814,0.029,150.0,0,10,0.0925,4,78,9625345,0,0,0,Sad,09wRnwqlgxlJpM6tLdltKc,https://open.spotify.com/track/09wRnwqlgxlJpM6tLdltKc
Baa Nannaseya,Vidya Balika|Thakur,/artist/vidya-balika|/artist/thakur,0.0,Kannada,2012-01-01,0.2,0.645,0.573,0.435,-5.75,0.096,154.037,1,0,0.002,4,36,3660770,0,0,0,Sad,1SeFxS6I4QlW0UE48QvZUu,https://open.spotify.com/track/1SeFxS6I4QlW0UE48QvZUu
Yenidhu Rosha,P.B. Sreenivas,/artist/pb-sreenivas,0.0,Kannada,2012-01-04,0.02,0.167,0.343,0.069,-13.264,0.01,124.976,1,1,0.033,4,54,10561407,0,0,0,Sad,1czrjBn1bdacy6tfuBQx4R,https://open.spotify.com/track/1czrjBn1bdacy6tfuBQx4R
Iva Yaava Oorina Maava,P. Susheela,/artist/p-suseela-2,0.0,Kannada,2012-02-01,0.12,0.81,0.246,0.3,-12.506,0.019,164.96,0,5,0.0949,4,56,3849388,0,0,0,Sad,6zodeKMHzrHrggwF7nhNX1,https://open.spotify.com/track/6zodeKMHzrHrggwF7nhNX1
Sree Tulasi Daye Toramma,Kasturi Shankar,/artist/kasturi-shankar,0.0,Kannada,2012-02-04,0.78,0.76,0.041,0.0,-3.716,0.047,211.954,1,7,0.068,4,56,11089617,0,0,0,Sad,34zRHVxbjhTPYHn7qdnqx1,https://open.spotify.com/track/34zRHVxbjhTPYHn7qdnqx1
Nodu Baa Kannadiga,P.B. Sreenivas,/artist/pb-sreenivas,0.0,Kannada,2012-02-07,0.19,0.82,0.83,0.08,-11.955,0.0488,172.42,0,5,0.1,4,84,5305048,0,0,0,Happy,5IcGIvfXp3BtYaTT9Sobia,https://open.spotify.com/track/5IcGIvfXp3BtYaTT9Sobia
Yeneno Keluthire Nanna Nnna,S. Janaki,/artist/s-janaki,0.0,Kannada,2012-02-11,0.05,0.03,0.269,0.81,-4.701,0.04,177.981,1,2,0.03,4,39,696582,0,0,0,Sad,4MePLil7We3Osg2ZX1PYZD,https://open.spotify.com/track/4MePLil7We3Osg2ZX1PYZD
Doora Doora Alle Nilli,P.B. Sreenivas|P. Susheela,/artist/pb-sreenivas|/artist/p-suseela-2,0.0,Kannada,2012-03-01,0.44,0.14,0.124,0.02,-3.576,0.0955,143.85,1,1,0.0527,4,87,8045275,0,0,0,Sad,7ye3fjAdrsacWx9YREWoBs,https://open.spotify.com/track/7ye3fjAdrsacWx9YREWoBs
Naa Yaaro,S. P. Balasubrahmanyam|Manjula Gururaj,/artist/s-p-balasubrahamanyam|/artist/manjula-gururaj,0.0,Kannada,2012-03-03,0.03,0.77,0.327,0.67,-11.725,0.0424,106.938,1,1,0.041,4,96,2227911,0,0,0,Sad,1ySPLyvu3CJbUuRZKqll9c,https://open.spotify.com/track/1ySPLyvu3CJbUuRZKqll9c
Nee Naguvagaa,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,0.0,Kannada,2012-03-06,0.59,0.1,0.198,1.0,-10.033,0.081,170.063,1,9,0.0952,4,78,7718191,0,0,0,Sad,6hfMLKgrj9m7X8tNjJX0Ng,https://open.spotify.com/track/6hfMLKgrj9m7X8tNjJX0Ng
Idhenu Sabhyathe,P. Susheela,/artist/p-suseela-2,0.0,Kannada,2012-03-09,0.22,0.69,0.017,1.0,-12.771,0.0143,150.065,1,7,0.079,4,42,3048386,0,0,0,Sad,0P4A9TK2y0cFO2sps0IBpJ,https://open.spotify.com/track/0P4A9TK2y0cFO2sps0IBpJ
Kaalavannu Thadeyoru Yaaru,S. Janaki|K J Yesudas,/artist/s-janaki|/artist/k-j-yesudas,0.0,Kannada,2012-03-11,0.8,0.013,0.132,0.613,-2.642,0.07,126.032,0,11,0.044,4,28,8922976,0,0,0,Sad,40frUt8uGobiMqhCI3ClvD,https://open.spotify.com/track/40frUt8uGobiMqhCI3ClvD
Kalidasa Kanada,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,0.0,Kannada,2012-04-02,0.46,0.564,0.746,0.737,-11.916,0.09,129.876,0,10,0.0111,4,78,6757727,0,0,0,Happy,1iZqUPdI7sLeG2lfI5TiQN,https://open.spotify.com/track/1iZqUPdI7sLeG2lfI5TiQN
Sihimuthu,S. Janaki|P.B. Sreenivas,/artist/s-janaki|/artist/pb-sreenivas,0.0,Kannada,2012-04-05,0.73,0.052,0.22,0.25,-6.783,0.004,134.068,1,1,0.05,4,47,311794,0,0,0,Sad,6KsuDiUbc2Xzma3ZQiK3vr,https://open.spotify.com/track/6KsuDiUbc2Xzma3ZQiK3vr
Bazar Thirigutha Banda,Dr Mrutyunjaya Swami|S. P. Sailaja,/artist/dr-mrutyunjaya-swami|/artist/s-p-sailaja-2,0.0,Kannada,2012-04-07,0.41,0.04,0.544,0.5,-13.886,0.05,126.047,1,5,0.041,4,61,3090201,0,0,0,Sad,2Gnxng7ZoZIk3OdU6S0TTY,https://open.spotify.com/track/2Gnxng7ZoZIk3OdU6S0TTY
Shennai,Ustad Bismillah Khan,/artist/ustad-bismillah-khan,0.0,Kannada,2012-04-09,0.71,0.94,0.459,0.3,-12.2,0.03,190.03,1,4,0.0501,4,55,3456818,0,0,0,Sad,6PawJP0UUOGNgCGdVZmrR3,https://open.spotify.com/track/6PawJP0UUOGNgCGdVZmrR3
Jimbabaiyinda,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Kannada,2012-04-11,0.88,0.03,0.588,0.61,-7.135,0.0174,182.386,1,0,0.0216,4,53,9292494,0,0,0,Sad,7lSiiHcJJuYtrHQPIB3w4p,https://open.spotify.com/track/7lSiiHcJJuYtrHQPIB3w4p
Eako Na Manasothenu,S. Janaki,/artist/s-janaki,0.0,Kannada,2012-05-03,0.15,0.889,0.534,0.87,-8.842,0.056,129.763,0,4,0.06,4,81,101478,0,0,0,Happy,6dkNfiW7AQBMUSAnBzcT8d,https://open.spotify.com/track/6dkNfiW7AQBMUSAnBzcT8d
Hrudaya Rangoli,S. P. Sailaja,/artist/s-p-sailaja-2,0.0,Kannada,2012-05-07,0.37,0.67,0.698,0.8,-4.014,0.02,124.839,0,5,0.06,4,28,10934725,0,0,0,Energetic,2BacH0GjFxjYvtnPSesSqt,https://open.spotify.com/track/2BacH0GjFxjYvtnPSesSqt
Bhoomiyu Helide,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,0.0,Kannada,2012-05-09,0.44,0.2,0.75,0.6,-12.707,0.0509,208.044,0,10,0.0239,4,80,5232654,0,0,0,Happy,4m98TyqTBgCzFydUEWXA5C,https://open.spotify.com/track/4m98TyqTBgCzFydUEWXA5C
Nanasaagali,K Srinivasamurthy|Prathibha Nandan,/artist/k-srinivasamurthy|/artist/prathibha-nandan,0.0,Kannada,2012-05-12,0.86,0.56,0.176,0.01,-7.326,0.0104,145.837,1,0,0.087,4,44,2990280,0,0,0,Sad,4KHv7zog2qJfsEvTKY9PZj,https://open.spotify.com/track/4KHv7zog2qJfsEvTKY9PZj
Aakashadalli Shashi Moodidanthe,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,0.0,Kannada,2012-06-02,0.98,0.86,0.909,0.76,-12.586,0.0384,167.463,1,3,0.06,4,65,6546016,0,0,0,Happy,4rjzKFh0qhQSFQmn4Hn3GV,https://open.spotify.com/track/4rjzKFh0qhQSFQmn4Hn3GV
Pranayada,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,0.0,Kannada,2012-06-04,0.89,0.62,0.304,0.4,-10.562,0.083,133.103,0,10,0.01,4,47,8737737,0,0,0,Sad,2sbGfs9ZNPfoth8Gjc8zIT,https://open.spotify.com/track/2sbGfs9ZNPfoth8Gjc8zIT
Kantheyu Mama,Gururaj Kulakarni,/artist/gururaj-kulakarni,0.0,Kannada,2012-06-05,0.41,0.264,0.797,0.061,-11.451,0.0921,108.989,1,4,0.0181,4,61,5738003,0,0,0,Energetic,6P7e4aUSEVO33f4WulJmRC,https://open.spotify.com/track/6P7e4aUSEVO33f4WulJmRC
Novu Thumba,S. Janaki,/artist/s-janaki,0.0,Kannada,2012-06-06,0.37,0.235,0.854,0.621,-3.775,0.0721,144.009,0,10,0.098,4,100,10568112,0,0,0,Energetic,1uHllalB7GL5NwHndwCA3S,https://open.spotify.com/track/1uHllalB7GL5NwHndwCA3S
I Love You Endare,S. P. Balasubrahmanyam|Manjula Gururaj,/artist/s-p-balasubrahamanyam|/artist/manjula-gururaj,0.0,Kannada,2012-06-08,0.95,0.34,0.226,0.13,-13.125,0.051,203.996,1,1,0.07,4,38,1751572,0,0,0,Sad,6Y4ijojQveH442BCr8WwW3,https://open.spotify.com/track/6Y4ijojQveH442BCr8WwW3
Gajanana Ninna Gunagana,Rajkumar Bharathi,/artist/rajkumar-bharathi,0.0,Kannada,2012-07-01,0.63,0.09,0.933,0.6,-9.527,0.02,158.046,1,1,0.026,4,62,8523667,0,0,0,Energetic,1WKSFFbv7k7ZSeE1uuunG7,https://open.spotify.com/track/1WKSFFbv7k7ZSeE1uuunG7
Ooruddhaara Maadthinantha,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,0.0,Kannada,2012-07-02,0.37,0.61,0.429,0.7,-13.342,0.024,145.186,1,0,0.042,4,82,691521,0,0,0,Sad,3SWyec1yg30ZpG97z7eVBf,https://open.spotify.com/track/3SWyec1yg30ZpG97z7eVBf
Bellihakki Aguva,P.B. Sreenivas|S. Janaki,/artist/pb-sreenivas|/artist/s-janaki,0.0,Kannada,2012-07-03,0.71,0.89,0.487,0.06,-9.144,0.06,166.467,1,1,0.0867,4,73,3066520,0,0,0,Sad,5C6Uv54GfJxTob8KOVMG0Y,https://open.spotify.com/track/5C6Uv54GfJxTob8KOVMG0Y
Olavanthe Geluvanthe,P.B. Sreenivas|P. Susheela,/artist/pb-sreenivas|/artist/p-suseela-2,0.0,Kannada,2012-07-04,0.01,0.08,0.432,0.3,-3.913,0.0969,158.674,1,9,0.0408,4,55,682168,0,0,0,Sad,3ucxZnvxntr9wukZ1f6f9W,https://open.spotify.com/track/3ucxZnvxntr9wukZ1f6f9W
Mutthe Prathama,S. P. Balasubrahmanyam|Vani Jairam,/artist/s-p-balasubrahamanyam|/artist/vani-jayaram,0.0,Kannada,2012-07-06,0.87,0.828,0.094,0.397,-4.652,0.08,105.025,0,6,0.0309,4,64,5778414,0,0,0,Sad,7CFhF52lrXZkVWU9YTXZJM,https://open.spotify.com/track/7CFhF52lrXZkVWU9YTXZJM
Ivalu Yaaru Belleynu,P.B. Sreenivas|S. Janaki,/artist/pb-sreenivas|/artist/s-janaki,0.0,Kannada,2012-07-09,0.51,0.295,0.158,0.388,-13.865,0.008,165.948,1,0,0.1,4,83,5201038,0,0,0,Sad,4GGd1ZM5Pxt6dr2Xuxi2nP,https://open.spotify.com/track/4GGd1ZM5Pxt6dr2Xuxi2nP
Baalkondu Bhaava Geethe,P.B. Sreenivas,/artist/pb-sreenivas,0.0,Kannada,2012-08-01,0.43,0.2,0.606,0.2,-5.497,0.052,210.006,1,1,0.0096,4,59,7952692,0,0,0,Energetic,3DYEkVd7IT5Cu7jGxRPt5C,https://open.spotify.com/track/3DYEkVd7IT5Cu7jGxRPt5C
