song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,instrumentalness,liveliness,valence,predicted_mood,spotify_id,spotify_url
Vinayaka Nee,P. Susheela,/artist/p-suseela-2,0.0,Telugu,2007-09-04,0.99,0.98,0.908,0.913,-8.233,0.08,144.906,0,5,0.0395,4,48,10917080,0,0,0,Happy,33JEK65SVMDOe6atCO8Ja0,https://open.spotify.com/track/33JEK65SVMDOe6atCO8Ja0
Namo Bramhanyadevaya,Ghanatasala,/artist/ghanatasala,0.0,Telugu,2007-09-09,0.67,0.355,0.884,0.702,-6.851,0.022,173.976,0,10,0.09,4,84,2948596,0,0,0,Happy,7FasIDtLR8jCzvcnvrsXHN,https://open.spotify.com/track/7FasIDtLR8jCzvcnvrsXHN
Kai Raja Kai,Vani Jairam,/artist/vani-jayaram,0.0,Telugu,2007-09-11,0.55,0.56,0.422,0.17,-10.156,0.076,170.051,1,1,0.03,4,91,8464051,0,0,0,Sad,5H9CQgAHKIToGTaghmyDre,https://open.spotify.com/track/5H9CQgAHKIToGTaghmyDre
Endukano Ninu Choodagane,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,0.0,Telugu,2007-10-01,0.64,0.796,0.856,0.682,-5.326,0.04,150.138,0,5,0.015,4,32,1471388,0,0,0,Energetic,3d4yiR94YtYFYPkmIAAJqN,https://open.spotify.com/track/3d4yiR94YtYFYPkmIAAJqN
Idhi Mallella Velayani,P. Susheela,/artist/p-suseela-2,0.0,Telugu,2007-10-02,0.66,0.69,0.041,0.817,-12.667,0.0443,170.013,1,1,0.0,4,75,8096297,0,0,0,Sad,4a4w08LQVcevvZ5Jt8PhSN,https://open.spotify.com/track/4a4w08LQVcevvZ5Jt8PhSN
Anna Illalu And Aadi Thappani,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,0.0,Telugu,2007-10-05,0.75,0.168,0.89,0.344,-11.222,0.0195,149.952,1,6,0.07,4,47,1650272,0,0,0,Happy,1QWtiNAzl2wKV5CrYrzjGD,https://open.spotify.com/track/1QWtiNAzl2wKV5CrYrzjGD
Yendukura Neekintha,V. Ramakrishna,/artist/v-ramakrishna-2,0.0,Telugu,2007-10-07,0.44,0.2,0.113,0.343,-12.02,0.05,149.98,1,1,0.0677,4,29,10352598,0,0,0,Sad,5qMmVGin62Qw1rVrkdICZD,https://open.spotify.com/track/5qMmVGin62Qw1rVrkdICZD
Andala Bommato,P. Susheela,/artist/p-suseela-2,0.0,Telugu,2007-10-10,0.79,0.859,0.254,0.248,-6.994,0.009,175.006,0,5,0.0536,4,47,11262297,0,0,0,Sad,2elkgV23U0P0SGcJtPguJK,https://open.spotify.com/track/2elkgV23U0P0SGcJtPguJK
Thalachinadhe,P.B. Sreenivas,/artist/pb-sreenivas,0.0,Telugu,2007-10-11,0.22,0.1,0.027,0.102,-2.883,0.0143,152.946,1,8,0.06,4,55,7466470,0,0,0,Sad,7jkYTyiOK4FtHqxqaWWPHd,https://open.spotify.com/track/7jkYTyiOK4FtHqxqaWWPHd
O Vennela Chinnela Dabbulu,Ghanatasala|P. Susheela|Madhavapeddi Satyam,/artist/ghanatasala|/artist/p-suseela-2|/artist/madhavapeddi-satyam,0.0,Telugu,2007-10-12,0.73,0.973,0.293,0.0,-3.308,0.0548,150.065,1,8,0.03,4,71,6114027,0,0,0,Sad,3raDeVVx2knhZFz4Pa7ZkE,https://open.spotify.com/track/3raDeVVx2knhZFz4Pa7ZkE
Gumma Gumma,S. Janaki,/artist/s-janaki,0.0,Telugu,2007-11-01,0.8,0.135,0.636,0.194,-9.139,0.0224,149.953,0,6,0.04,4,52,6813290,0,0,0,Happy,6QxZWP3PSlzde76B2BUbzg,https://open.spotify.com/track/6QxZWP3PSlzde76B2BUbzg
Aakaasamlo Tarakalu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Telugu,2007-11-03,0.62,0.95,0.686,0.509,-7.792,0.05,150.034,1,1,0.01,4,37,2739581,0,0,0,Sad,5l7BT7K5DQBfSqSnhE0com,https://open.spotify.com/track/5l7BT7K5DQBfSqSnhE0com
Ilalo,S. P. Balasubrahmanyam|P. Susheela|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2|/artist/s-janaki,0.0,Telugu,2007-11-08,0.7,0.884,0.676,0.424,-10.784,0.09,150.024,1,3,0.024,4,86,4228330,0,0,0,Happy,7xwlrbHXT0qk6gbJLJNc21,https://open.spotify.com/track/7xwlrbHXT0qk6gbJLJNc21
Saage Nadule,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Telugu,2007-12-01,0.62,0.85,0.934,0.342,-4.935,0.0824,172.043,0,10,0.0426,4,66,4227193,0,0,0,Energetic,08gyMI4SIfp4aie2EAumGa,https://open.spotify.com/track/08gyMI4SIfp4aie2EAumGa
Anthaa Sivamayame Kaadaa,P Suhseela,/artist/p-suhseela,0.0,Telugu,2007-12-03,0.22,0.004,0.974,0.121,-10.106,0.025,173.988,1,1,0.026,4,25,6559319,0,0,0,Sad,62AcID8KYXakxUtNUBIAne,https://open.spotify.com/track/62AcID8KYXakxUtNUBIAne
Thellavara Neeku,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,0.0,Telugu,2007-12-05,0.9,0.764,0.89,0.214,-11.169,0.0671,150.052,1,8,0.01,4,33,6874221,0,0,0,Energetic,5QFxNEwwavWuRNratP6AKJ,https://open.spotify.com/track/5QFxNEwwavWuRNratP6AKJ
Kaapuram Koththa Kaapuram,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,0.0,Telugu,2007-12-06,0.88,0.699,0.818,0.022,-2.72,0.02,174.082,0,5,0.0734,4,91,6808280,0,0,0,Happy,0gbjxhDOQctFdXoY8BbMU1,https://open.spotify.com/track/0gbjxhDOQctFdXoY8BbMU1
Preme Neevaithe,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Telugu,2007-12-07,0.42,0.78,0.38,0.512,-2.403,0.0909,144.91,1,8,0.079,4,71,2191313,0,0,0,Sad,6ZVczRH6fs9AzbBZnrQum4,https://open.spotify.com/track/6ZVczRH6fs9AzbBZnrQum4
Chinnaari Maradaliki,Jikki|S. Janaki,/artist/jikki|/artist/s-janaki,0.0,Telugu,2007-12-10,0.82,0.821,0.815,0.388,-3.699,0.0618,173.993,1,11,0.03,4,79,9709731,0,0,0,Energetic,13s8SGhb1SOtnCFfUP1iZG,https://open.spotify.com/track/13s8SGhb1SOtnCFfUP1iZG
Yevariki Yevaru,P.B. Sreenivas,/artist/pb-sreenivas,0.0,Telugu,2008-01-01,0.75,0.06,0.868,0.167,-5.941,0.023,173.982,0,5,0.015,4,41,4380023,0,0,0,Happy,6oMuqK8V2zPZ8hD46Ew9sq,https://open.spotify.com/track/6oMuqK8V2zPZ8hD46Ew9sq
Topi Naatopi,Madhavapeddi Satyam,/artist/madhavapeddi-satyam,0.0,Telugu,2008-01-03,0.47,0.96,0.694,0.033,-3.51,0.0643,174.037,0,1,0.0792,4,72,3638061,0,0,0,Energetic,0FSrCEox8bEpO3RD6ZfEr5,https://open.spotify.com/track/0FSrCEox8bEpO3RD6ZfEr5
Choosenule Naakanule,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,0.0,Telugu,2008-01-04,0.37,0.84,0.0,0.522,-10.697,0.0,173.966,1,7,0.0064,4,96,36892,0,0,0,Sad,35DiHQGwWVkA6MKhzZE9VF,https://open.spotify.com/track/35DiHQGwWVkA6MKhzZE9VF
Thalamande,S. Janaki|P. Susheela,/artist/s-janaki|/artist/p-suseela-2,0.0,Telugu,2008-01-05,0.66,0.79,0.993,0.773,-4.009,0.0,174.018,0,4,0.033,4,45,9955340,0,0,0,Energetic,4mLk9UzFb255toidCEfoew,https://open.spotify.com/track/4mLk9UzFb255toidCEfoew
Nenu Nenuga,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,0.0,Telugu,2008-01-06,0.48,0.78,0.802,0.895,-6.698,0.075,136.774,0,10,0.07,4,54,8101023,0,0,0,Energetic,5Rn7rbZvZpdsDei3igZz0C,https://open.spotify.com/track/5Rn7rbZvZpdsDei3igZz0C
Gudilo Devuni Gantalaa,P. Susheela,/artist/p-suseela-2,0.0,Telugu,2008-01-10,0.05,0.36,0.275,0.254,-5.006,0.028,139.933,1,8,0.0212,4,89,11347689,0,0,0,Sad,38Wjj8r0RE4KwYNOsUWlxv,https://open.spotify.com/track/38Wjj8r0RE4KwYNOsUWlxv
Meda Meedhi,P.B. Sreenivas,/artist/pb-sreenivas,0.0,Telugu,2008-01-12,0.5,0.91,0.53,0.791,-8.669,0.0379,145.013,1,1,0.088,4,35,4757634,0,0,0,Sad,39qeRkAQIhO9P3sR309qIo,https://open.spotify.com/track/39qeRkAQIhO9P3sR309qIo
Pathi Sevaye,P. Susheela,/artist/p-suseela-2,0.0,Telugu,2008-02-01,0.57,0.367,0.79,0.262,-10.234,0.056,172.049,1,6,0.029,4,80,1007584,0,0,0,Happy,3T4eft3LcsSdzJcE9zuarA,https://open.spotify.com/track/3T4eft3LcsSdzJcE9zuarA
Kannanduku,P. Susheela,/artist/p-suseela-2,0.0,Telugu,2008-02-01,0.71,0.18,0.845,0.944,-11.363,0.07,145.038,1,1,0.05,4,51,2412183,0,0,0,Energetic,2MFRGYWO3byhKsFEO7Z4gt,https://open.spotify.com/track/2MFRGYWO3byhKsFEO7Z4gt
Ranigaru Maa Ranigaru,S. P. Balasubrahmanyam|S.P.Sailaja,/artist/s-p-balasubrahamanyam|/artist/spsailaja,0.0,Telugu,2008-02-03,0.02,0.97,0.824,0.628,-3.445,0.0311,175.051,1,6,0.04,4,75,7208813,0,0,0,Energetic,7k0PBDXhiiEasU6zKHv1uL,https://open.spotify.com/track/7k0PBDXhiiEasU6zKHv1uL
Oh Lag Gig,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Telugu,2008-02-04,0.43,0.562,0.691,0.096,-2.203,0.04,140.109,1,1,0.09,4,46,5087129,0,0,0,Energetic,71n3btCWuPzJr1j5YIUCfd,https://open.spotify.com/track/71n3btCWuPzJr1j5YIUCfd
Mee Andhala Chethulu,P.B. Sreenivas,/artist/pb-sreenivas,0.0,Telugu,2008-02-06,0.97,0.95,0.345,0.165,-3.64,0.098,150.106,0,4,0.075,4,92,4458285,0,0,0,Sad,55KQ6uFRi8HMRqeGu3YGvz,https://open.spotify.com/track/55KQ6uFRi8HMRqeGu3YGvz
Naari Nee,M Ramesh|Chorus,/artist/m-ramesh|/artist/chorus,0.0,Telugu,2008-02-08,0.21,0.13,0.797,0.452,-11.286,0.06,145.083,0,10,0.073,4,76,5082463,0,0,0,Happy,10BgBwq89iKmMBMh2p9WwT,https://open.spotify.com/track/10BgBwq89iKmMBMh2p9WwT
Sirike See Mantha Manta,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,0.0,Telugu,2008-02-09,0.32,0.7,0.47,0.821,-11.034,0.03,149.969,1,1,0.076,4,33,2726849,0,0,0,Sad,19CIUU8P5WEosZ44RFuQeA,https://open.spotify.com/track/19CIUU8P5WEosZ44RFuQeA
Yekkado Yeppudo Choosanu,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,0.0,Telugu,2008-02-10,0.46,0.8,0.129,0.819,-2.256,0.092,174.032,0,10,0.02,4,82,9899346,0,0,0,Sad,49787ZvIkvbLFdMl4Wn5qS,https://open.spotify.com/track/49787ZvIkvbLFdMl4Wn5qS
Pongi Porale,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,0.0,Telugu,2008-02-12,0.44,0.03,0.428,0.771,-9.201,0.08,150.002,0,11,0.02,4,61,5401550,0,0,0,Sad,7CdXEjfS0g4UyVOdNbtzed,https://open.spotify.com/track/7CdXEjfS0g4UyVOdNbtzed
Vegaleka Unna,Ghanatasala|L.R. Eswari,/artist/ghanatasala|/artist/lr-eswari-2,0.0,Telugu,2008-02-12,0.18,0.303,0.018,0.465,-9.205,0.05,175.005,0,9,0.06,4,28,76294,0,0,0,Sad,0vAV2MFmD0hcAlfAWVvMTh,https://open.spotify.com/track/0vAV2MFmD0hcAlfAWVvMTh
Kondagali Thirige,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Telugu,2008-03-03,0.34,0.955,0.809,0.773,-11.889,0.0054,139.749,0,10,0.06,4,58,6305099,0,0,0,Happy,1WUApqmAuhhmen2T9rerUc,https://open.spotify.com/track/1WUApqmAuhhmen2T9rerUc
Nerpamantava,S. P. Balasubrahmanyam|P. Susheela|M. Ramesh,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2|/artist/m-ramesh-1,0.0,Telugu,2008-03-05,0.6,0.154,0.287,0.292,-6.347,0.0823,169.973,1,2,0.0915,4,48,9189735,0,0,0,Sad,6k59IEFtI9bxcme5Yb16Gj,https://open.spotify.com/track/6k59IEFtI9bxcme5Yb16Gj
Hallo Nestam,P. Susheela|S. P. Balasubrahmanyam,/artist/p-suseela-2|/artist/s-p-balasubrahamanyam,0.0,Telugu,2008-03-08,0.2,0.47,0.851,0.115,-6.918,0.053,140.024,1,2,0.0456,4,48,3413250,0,0,0,Energetic,49wrtPxk5yOpzsJXpa4S9S,https://open.spotify.com/track/49wrtPxk5yOpzsJXpa4S9S
Goruvechani Sooridamma,P. Susheela,/artist/p-suseela-2,0.0,Telugu,2008-03-09,0.2,0.288,0.615,0.309,-12.664,0.082,155.104,1,0,0.0994,4,71,9622025,0,0,0,Sad,7geQmS6KytEpF6F3SZC9Zj,https://open.spotify.com/track/7geQmS6KytEpF6F3SZC9Zj
Eraa Kara Veeraiah,S. P. Balasubrahmanyam|P. Susheela|Madhavapeddi Ramesh,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2|/artist/madhavapeddi-ramesh,0.0,Telugu,2008-03-11,0.72,0.63,0.032,0.794,-13.873,0.057,172.021,0,10,0.06,4,43,9312564,0,0,0,Sad,1DPJCD92rQmDuPcGYtH4pe,https://open.spotify.com/track/1DPJCD92rQmDuPcGYtH4pe
Thaadichettu,Raghunath|S. P. Balasubrahmanyam|P.V. Sekhar,/artist/raghunath|/artist/s-p-balasubrahamanyam|/artist/pv-sekhar-1,0.0,Telugu,2008-04-01,0.78,0.821,0.491,0.796,-5.978,0.0922,174.006,1,10,0.1,4,92,3673367,0,0,0,Happy,0PC0m0J5qulo8Z6c5zrnX2,https://open.spotify.com/track/0PC0m0J5qulo8Z6c5zrnX2
Melukovayya Kaaveti Ranga,Bhanumathi Ramakrishna,/artist/bhanumathi-ramakrishna,0.0,Telugu,2008-04-05,0.44,0.35,0.339,0.991,-7.194,0.05,139.881,1,4,0.0381,4,73,1788586,0,0,0,Sad,2wL82wmhUiYHdjm1ot10fW,https://open.spotify.com/track/2wL82wmhUiYHdjm1ot10fW
Ettago Vunntaadhi,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,0.0,Telugu,2008-04-10,0.81,0.59,0.187,0.524,-12.538,0.02,150.086,1,4,0.06,4,56,6773335,0,0,0,Sad,3JerfTjPul07nyx9XN8Uqe,https://open.spotify.com/track/3JerfTjPul07nyx9XN8Uqe
Brundhavana Moka Aalayamu,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,0.0,Telugu,2008-04-12,0.32,0.396,0.793,0.645,-5.384,0.03,171.975,1,6,0.068,4,83,1779195,0,0,0,Energetic,0ET6imLW5uBauyU8UnHH9I,https://open.spotify.com/track/0ET6imLW5uBauyU8UnHH9I
Gopala Nandagopala Ontivada Nenu Na Kuteeramandu,Ghanatasala|P Santhakumari|Srinivasa|Vakula,/artist/ghanatasala|/artist/p-santhakumari|/artist/srinivasa|/artist/vakula,0.0,Telugu,2008-05-02,0.3,0.114,0.902,0.637,-8.916,0.088,144.976,1,9,0.058,4,65,2187219,0,0,0,Energetic,2O9zyYQR7iPf0afjXSkSQC,https://open.spotify.com/track/2O9zyYQR7iPf0afjXSkSQC
Chethilo Cheyyesi,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,0.0,Telugu,2008-05-03,0.05,0.65,0.76,0.831,-3.004,0.075,150.018,1,1,0.0766,4,76,2655142,0,0,0,Energetic,1Rki1No4Uc9oMm1sAlCilg,https://open.spotify.com/track/1Rki1No4Uc9oMm1sAlCilg
Vennela Vundhi,K J Yesudas|P. Susheela,/artist/k-j-yesudas|/artist/p-suseela-2,0.0,Telugu,2008-05-07,0.21,0.088,0.169,0.071,-6.589,0.05,149.966,1,8,0.073,4,93,3558555,0,0,0,Sad,6J1fJkQkfx6yZ2vyQXQCmD,https://open.spotify.com/track/6J1fJkQkfx6yZ2vyQXQCmD
Ninna Kanipinchindi,Ghanatasala,/artist/ghanatasala,0.0,Telugu,2008-05-08,0.86,0.93,0.607,0.568,-11.329,0.084,145.048,1,1,0.0401,4,98,9131492,0,0,0,Happy,6kc8YThnO6FC7lfdh8QONk,https://open.spotify.com/track/6kc8YThnO6FC7lfdh8QONk
Andhaala Pasipaapa,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,0.0,Telugu,2008-05-12,0.78,0.823,0.552,0.923,-2.09,0.04,150.111,1,9,0.1,4,74,10518113,0,0,0,Sad,5QFxNEwwavWuRNratP6AKJ,https://open.spotify.com/track/5QFxNEwwavWuRNratP6AKJ
Dance Dance,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Telugu,2008-06-02,0.27,0.45,0.773,0.343,-10.102,0.05,174.95,1,11,0.02,4,38,3356055,0,0,0,Happy,347r8L1C1XGuAl9VoqsK6v,https://open.spotify.com/track/347r8L1C1XGuAl9VoqsK6v
Srinivasa,Various,/artist/various,0.0,Telugu,2008-06-04,0.86,0.626,0.025,0.965,-12.354,0.09,175.01,1,0,0.0,4,96,1658879,0,0,0,Sad,2FcPjtCLFY6U5EVkuwO73Q,https://open.spotify.com/track/2FcPjtCLFY6U5EVkuwO73Q
Ye Maradala,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Telugu,2008-06-04,0.58,0.599,0.064,0.806,-12.524,0.05,174.981,1,5,0.0169,4,74,11189189,0,0,0,Sad,0EtRRWCFJZeuZ51b8k7536,https://open.spotify.com/track/0EtRRWCFJZeuZ51b8k7536
Ivvi Muripinchu,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,0.0,Telugu,2008-06-05,0.9,0.88,0.831,0.137,-11.89,0.0639,148.328,0,4,0.009,4,78,596512,0,0,0,Happy,1xYOcb1IiKe4UoT7sSXH8K,https://open.spotify.com/track/1xYOcb1IiKe4UoT7sSXH8K
Muddu Muddu Navvu,P.B. Sreenivas|B. Latha,/artist/pb-sreenivas|/artist/b-latha-2,0.0,Telugu,2008-06-06,0.03,0.806,0.4,0.847,-13.952,0.0735,139.944,1,0,0.028,4,76,2879496,0,0,0,Sad,5K9loq4s6yILgWxK6zbsq4,https://open.spotify.com/track/5K9loq4s6yILgWxK6zbsq4
Mounamuganee,Ghanatasala,/artist/ghanatasala,0.0,Telugu,2008-06-09,0.89,0.82,0.132,0.896,-6.213,0.07,144.972,1,1,0.0016,4,100,6388528,0,0,0,Sad,5QmFXjtfG8OS5m7RlO9Tgx,https://open.spotify.com/track/5QmFXjtfG8OS5m7RlO9Tgx
Tharaka,S. P. Balasubrahmanyam|S.P.Sailaja,/artist/s-p-balasubrahamanyam|/artist/spsailaja,0.0,Telugu,2008-07-03,0.77,0.606,0.45,0.018,-12.373,0.03,174.0,0,6,0.059,4,78,4884268,0,0,0,Sad,717MtTpp36D6I17gBUUF0R,https://open.spotify.com/track/717MtTpp36D6I17gBUUF0R
Yemo Yemo Idhi,Ghanatasala|S. Janaki,/artist/ghanatasala|/artist/s-janaki,0.0,Telugu,2008-07-05,0.73,0.98,0.953,0.63,-11.97,0.084,149.302,1,10,0.073,4,51,7438166,0,0,0,Happy,30CBQmKZ0fugbhs7ExGT1e,https://open.spotify.com/track/30CBQmKZ0fugbhs7ExGT1e
Allibilli Andamante,S. P. Balasubrahmanyam|S. P. Sailaja,/artist/s-p-balasubrahamanyam|/artist/s-p-sailaja-2,0.0,Telugu,2008-07-07,0.19,0.533,0.874,0.173,-5.758,0.06,150.024,1,1,0.02,4,56,3327065,0,0,0,Energetic,0F6Orvpok4rK8oFgNgKWYr,https://open.spotify.com/track/0F6Orvpok4rK8oFgNgKWYr
Akh Do Theen,S. P. Balasubrahmanyam|K. S. Chithra,/artist/s-p-balasubrahamanyam|/artist/chitra,0.0,Telugu,2008-07-08,0.21,0.01,0.314,0.595,-2.574,0.004,149.992,0,4,0.09,4,97,7611266,0,0,0,Sad,6nIi1ODdvlTdwyDuApSrzk,https://open.spotify.com/track/6nIi1ODdvlTdwyDuApSrzk
Veyi Shubhamulu,S. Varalakshmi,/artist/s-varalakshmi-1,0.0,Telugu,2008-07-09,0.12,0.54,0.652,0.057,-7.595,0.01,150.011,0,8,0.065,4,44,3042387,0,0,0,Sad,01VSUx5fqYdVMtECrIrr0o,https://open.spotify.com/track/01VSUx5fqYdVMtECrIrr0o
Kadile Muvvala,Vani Jairam,/artist/vani-jayaram,0.0,Telugu,2008-08-01,0.38,0.927,0.506,0.433,-8.928,0.027,149.927,0,1,0.0,4,85,9494631,0,0,0,Sad,3w04GH1RZj3ZSbehY8XTAf,https://open.spotify.com/track/3w04GH1RZj3ZSbehY8XTAf
Lala Vuyala,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,0.0,Telugu,2008-08-03,0.47,0.886,0.514,0.327,-4.451,0.0,150.245,1,9,0.0212,4,57,10732227,0,0,0,Sad,7eyEZw3nA4mW3YUVNCLQc0,https://open.spotify.com/track/7eyEZw3nA4mW3YUVNCLQc0
Madhana Mohanude,Mustafa Khan|P. Susheela,/artist/mustafa-khan|/artist/p-suseela-2,0.0,Telugu,2008-08-03,0.1,0.59,0.988,0.658,-8.784,0.07,149.998,0,3,0.0752,4,44,9006861,0,0,0,Energetic,6hDAKhzoDMMZzCJKoH2RwG,https://open.spotify.com/track/6hDAKhzoDMMZzCJKoH2RwG
Aade Paade Pasi Vada (Pathos),Bhanumathi Ramakrishna,/artist/bhanumathi-ramakrishna,0.0,Telugu,2008-08-06,0.46,0.18,0.67,0.07,-8.098,0.07,150.094,1,1,0.0739,4,31,4303120,0,0,0,Sad,6CTEvmzcods2hv4OTqFCEj,https://open.spotify.com/track/6CTEvmzcods2hv4OTqFCEj
Yamuna Theerana - Psusheela And Spb,P. Susheela|S. P. Balasubrahmanyam,/artist/p-suseela-2|/artist/s-p-balasubrahamanyam,0.0,Telugu,2008-08-09,0.2,0.743,0.341,0.351,-7.774,0.061,150.038,0,5,0.0406,4,89,6813946,0,0,0,Sad,14d9Oc73KjvAlqRIjLtJQo,https://open.spotify.com/track/14d9Oc73KjvAlqRIjLtJQo
Yemandi Pandithulara,V. Ramakrishna,/artist/v-ramakrishna-2,0.0,Telugu,2008-08-10,0.41,0.478,0.955,0.847,-2.804,0.007,150.256,1,2,0.04,4,45,1994363,0,0,0,Energetic,5RCd7ZlZg6VYD61e2M9Rzp,https://open.spotify.com/track/5RCd7ZlZg6VYD61e2M9Rzp
Chinnari Nee Manase,Mukkamala Sunanda,/artist/mukkamala-sunanda,0.0,Telugu,2008-08-12,0.05,0.18,0.817,0.859,-2.826,0.082,174.009,1,1,0.079,4,85,3946302,0,0,0,Energetic,0GBhgk3yMQ4CuLd7DzR8d7,https://open.spotify.com/track/0GBhgk3yMQ4CuLd7DzR8d7
Poolu Thakinantha,P. Susheela|S. P. Balasubrahmanyam|P.B. Sreenivas,/artist/p-suseela-2|/artist/s-p-balasubrahamanyam|/artist/pb-sreenivas,0.0,Telugu,2008-09-03,0.04,0.713,0.35,0.348,-4.753,0.025,174.994,0,10,0.088,4,47,6451226,0,0,0,Sad,2wF1d4kOBl3L5fNjp2P6CQ,https://open.spotify.com/track/2wF1d4kOBl3L5fNjp2P6CQ
Yevaro Athadevaro,Ghanatasala|Padmavathi|P. Susheela|Srinivas,/artist/ghanatasala|/artist/padmavathi|/artist/p-suseela-2|/artist/srinivas,0.0,Telugu,2008-09-05,0.04,0.349,0.424,0.052,-4.352,0.03,140.0,1,2,0.032,4,47,9846029,0,0,0,Sad,2O9zyYQR7iPf0afjXSkSQC,https://open.spotify.com/track/2O9zyYQR7iPf0afjXSkSQC
Siluvapai Vreladu Sri Yesudu,P. Susheela,/artist/p-suseela-2,0.0,Telugu,2008-09-07,0.41,0.201,0.202,0.002,-3.864,0.05,173.996,1,9,0.0304,4,47,4458918,0,0,0,Sad,3jGgIsJ8oW9Z5iEAW6t6P5,https://open.spotify.com/track/3jGgIsJ8oW9Z5iEAW6t6P5
Manchivadu,P. Susheela|Lata Mangeshkar,/artist/p-suseela-2|/artist/lata-mangeshkar,0.0,Telugu,2008-09-11,0.01,0.29,0.191,0.634,-4.142,0.008,140.099,1,1,0.05,4,26,10425664,0,0,0,Sad,0l9ToZRC7q3LbTSPWtCkli,https://open.spotify.com/track/0l9ToZRC7q3LbTSPWtCkli
Vayaso Namaha,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,0.0,Telugu,2008-10-02,0.79,0.08,0.629,0.924,-10.114,0.06,145.008,0,6,0.003,4,94,551126,0,0,0,Happy,33CvNv2ddRzhDWiq8YqIBO,https://open.spotify.com/track/33CvNv2ddRzhDWiq8YqIBO
Prelithi Vennomarlu,Ghanatasala,/artist/ghanatasala,0.0,Telugu,2008-10-04,0.62,0.536,0.249,0.832,-3.636,0.005,144.98,1,11,0.07,4,79,4352643,0,0,0,Sad,0tMlD1ZUdBipaJeO3n21zT,https://open.spotify.com/track/0tMlD1ZUdBipaJeO3n21zT
Madhura Bhaavala,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,0.0,Telugu,2008-10-04,0.87,0.01,0.236,0.679,-2.106,0.033,149.937,0,1,0.03,4,83,7973407,0,0,0,Sad,7berCtkuwNMoP9UOSHZcnD,https://open.spotify.com/track/7berCtkuwNMoP9UOSHZcnD
Film Story Pt. 2,Gopala Rao|Jaya Prada|Jhansi|Kanta Rao|N. T. Rama Rao|Saayanarayana|Allu. Ramalingaiah|P. J. Sharma,/artist/gopala-rao|/artist/jaya-prada|/artist/jhansi|/artist/kanta-rao|/artist/n-t-rama-rao-4|/artist/saayanarayana|/artist/allu-ramalingaiah-1|/artist/p-j-sharma-2,0.0,Telugu,2008-10-06,0.73,0.81,0.987,0.301,-13.36,0.082,150.002,0,4,0.0119,4,98,9455738,0,0,0,Happy,4K8xcFnSxJOWAk1ByRysyT,https://open.spotify.com/track/4K8xcFnSxJOWAk1ByRysyT
Evaremannanoo (Pathos),S. Janaki,/artist/s-janaki,0.0,Telugu,2008-10-09,0.72,0.96,0.829,0.578,-12.377,0.074,150.124,1,1,0.0053,4,87,6977232,0,0,0,Happy,1Op3vLwroeflpluAQbiQPO,https://open.spotify.com/track/1Op3vLwroeflpluAQbiQPO
