song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream
Jafaon Ke Badle,Ghulam Ali,/artist/ghulam-ali,04:59,Urdu,12-12-2020,0.77,0.147,0.976,0.346,-6.188,0.02,140.032,0,10,0.0219,4,89,6362597
Aaraj Sun Lijo Mori,Nusrat Fateh Ali Khan,/artist/nusrat-fateh-ali-khan,14:39,Urdu,07-07-2018,0.39,0.28,0.4,0.5,-5.002,0.01,199.964,1,1,0.065,4,75,2224340
Baba Makhdum,Munnawar|Masum,/artist/munnawar|/artist/masum,04:50,Urdu,01-04-2019,0.45,0.226,0.944,0.284,-6.529,0.048,139.774,1,10,0.01,4,32,8972720
Main Khayal Hoon Kisi Aur Ka,Raees Khan,/artist/raees-khan,08:10,Urdu,04-03-2015,0.21,0.92,0.9,0.09,-2.888,0.034,209.612,1,1,0.044,4,76,7540447
Samundaron Pe Baras Ke,Chhaya Ganguli,/artist/chhaya-ganguli,05:13,Urdu,06-02-2019,0.37,0.684,0.83,0.264,-11.136,0.0087,140.043,1,5,0.06,4,76,2235689
Kahti Hai Mausamon Ki Hawa Us Gali Mein Chal,Parvati Khan,/artist/parvati-khan,05:12,Urdu,03-01-2015,0.1,0.64,1,0.38,-6.18,0.0465,179.748,1,8,0.094,4,76,1764080
Zara Aahista Chal,Ghulam Ali,/artist/ghulam-ali,07:06,Urdu,10-06-2016,0.35,0.466,0.448,0.608,-10.708,0.017,154.996,1,2,0.05,4,41,4003293
Tum Mohammed Ke Naqsh E Qadam Par Chalo,Ghulam Kadar Hashmi Qawwal,/artist/ghulam-kadar-hashmi-qawwal,06:45,Urdu,08-01-2008,0.44,0.16,1,0.46,-5.096,0,215.886,0,1,0.06,4,97,11004154
Kya Woh Din Bhi Din Hain Jinmein Din Bhar Ji Ghabraye,Parvati Khan,/artist/parvati-khan,06:14,Urdu,11-04-2008,0.26,0.356,0.754,0.545,-7.575,0.08,140.991,0,1,0.072,4,98,5162609
Jin Ke Honton Pe Hasi,Master Sajjad Ali,/artist/master-sajjad-ali,06:20,Urdu,06-08-2015,0.56,0.89,0.2,0.55,-8.308,0.0917,165.902,0,5,0.085,4,60,7492759
Aati Rahegi Hawaen,Sajjad Ali,/artist/sajjad-ali,05:58,Urdu,09-09-2022,0.13,0.726,0.768,0.278,-2.478,0.02,156.848,1,9,0.085,4,38,953942
Be Gangiye Dil,Nusrat Fateh Ali Khan,/artist/nusrat-fateh-ali-khan,13:38,Urdu,07-02-2020,0.64,0.05,0.7,0.93,-5.182,0.07,180.132,0,6,0.0865,4,99,4445396
Chhap Tilak Sab Chheeni,Nusrat Fateh Ali Khan,/artist/nusrat-fateh-ali-khan,10:14,Urdu,03-11-2009,0.82,0.717,0.559,0.779,-3.479,0.079,151.99,0,4,0.07,4,50,4404725
Tum Meray Pass Raho,Malika Pukhraj,/artist/malika-pukhraj,06:22,Urdu,03-06-2013,0.19,0.59,0.9,0.75,-3.395,0.0423,150.012,0,6,0.021,4,67,9800
Doob Gayi Sab Yaaden,Runa Laila,/artist/runa-laila,04:47,Urdu,10-09-2010,0.08,0.818,0.203,0.138,-5.288,0.03,124.021,0,8,0.084,4,34,10414092
Donon Ko Aasaki Na,Attaullah Khan Essakhelvi,/artist/attaullah-khan-essakhelvi,03:39,Urdu,02-07-2013,0.06,0.84,0.8,0.57,-2.577,0.0816,160.065,0,0,0.016,4,54,2328064
"Mera Maal Mujhe Lautade (From ""Hum Sey Hai Zamana"")",Anwar Rafi|Tehsin Javed,/artist/anwar-rafi|/artist/tehsin-javed,06:05,Urdu,11-05-2005,0.14,0.644,0.888,0.963,-8.853,0.0527,140.162,1,9,0.024,4,36,3521248
"Hum Na Tarsen Kabhi Phir (from""Inteqam"")",Ghulam Abbas,/artist/ghulam-abbas-1,03:17,Urdu,01-02-2018,0.8,0.29,0.7,0.74,-11.254,0.013,113.252,1,3,0.095,4,64,1432067
Rind Jo Mujhko,Jagjit Singh|Chitra Singh,/artist/jagjeet-singh-1|/artist/chitra-singh,15:29,Urdu,04-01-2001,0.17,0.901,0.885,0.704,-8.339,0.04,164.074,0,1,0.0341,4,96,6446003
Ishrat E Qatra,Radha Vishwanathan,/artist/radha-viswanathan-vocally-supported,07:07,Urdu,08-09-2020,0.01,0.5,0.2,0.77,-4.593,0.086,120.045,0,6,0.085,4,46,5171033
Aa-Jan-E-Wafaa (Live),maqbool ahmed sabri,/artist/maqbool-ahmed-sabri,12:54,Urdu,04-02-2017,0.32,0.004,0.094,0.018,-8.554,0.03,154.988,1,2,0.02,4,40,1015453
Do Pal Ka Jeevan,Vital Signs,/artist/vital-signs,05:37,Urdu,08-01-2006,0.67,0.43,0.1,0.35,-11.583,0.0008,155.952,0,6,0.013,4,62,10911936
Yeh Log Bade Hum Logon Pe,Mehdi Hassan,/artist/mehdi-hassan,03:48,Urdu,05-10-2017,0.26,0.516,0.732,0.089,-6.58,0.007,116.003,0,5,0.03,4,64,6412614
"Phir Chale Jaana (from ""Accident"")",Mehdi Hassan,/artist/mehdi-hassan,04:13,Urdu,04-10-2006,0.94,0.98,0.2,0.04,-7.719,0.0776,212.022,1,1,0.0479,4,43,1170625
Tere Siva Duniya Mein Kuch,Nahid Akhtar,/artist/nahid-akhtar,06:33,Urdu,02-05-2007,0.24,0.591,0.125,0.889,-12.424,0.066,144.025,1,0,0.065,4,92,10783427
Ya Nabi Aap Akele Mil Jayen,Aziz Ahmed Warsi|Chorus,/artist/aziz-ahmed-warsi|/artist/chorus,05:07,Urdu,04-08-2007,0.32,0.04,0.1,0.72,-9.786,0.0369,156.096,0,8,0.05,4,86,6795230
Gabhir Nishithe Ghum Bhenge Jay,Feroza Begum,/artist/feroza-begum,03:16,Urdu,11-02-2021,0.53,0.91,0.737,0.181,-6.171,0.09,159.967,1,8,0.0349,4,36,3462800
Pyar,Vital Signs,/artist/vital-signs,06:05,Urdu,10-08-2022,0.61,0.36,0.7,0.58,-3.209,0.05,164.132,1,1,0.0029,4,70,11192972
"Aankhon Se Ho Gayee Hai (from""Saheeli"")",Nahid Akhtar,/artist/nahid-akhtar,03:19,Urdu,10-09-2008,0.78,0.525,0.174,0.295,-13.884,0.092,199.902,0,0,0.07,4,95,27622
Dudh Ka Dudh Aur Pani Ka Pani,Mohd Shafi Niyazi,/artist/mohd-shafi-niyazi,05:34,Urdu,08-08-2005,0.23,0.13,0.7,0.18,-6.752,0.019,142.904,0,7,0.01,4,45,1501286
Kaisa Jadu Dara Dadra,Malika Pukhraj,/artist/malika-pukhraj,03:03,Urdu,08-07-2021,0.25,0.046,0.725,0.898,-4.223,0.085,203.982,0,10,0.036,4,85,4743479
Albeli Naar Preetam Dware,Manna Dey,/artist/manna-dey,03:41,Urdu,09-12-2017,0.79,0.91,1,0.38,-3.737,0.085,148.967,0,4,0.07,4,60,7410214
Aadhi Raat Ko Yeh Duniya Wale,Ghulam Ali,/artist/ghulam-ali,09:42,Urdu,12-01-2006,0.87,0.726,0.814,0.994,-13.081,0.0807,153.218,1,2,0.08,4,32,7491955
Kadar Wali Ke Dar Ke,Rashid Hairan|Abdur Rab Chaush Qawwal,/artist/rashid-hairan|/artist/abdur-rab-chaush-qawwal-5,04:22,Urdu,03-04-2022,0.99,0.25,0.5,0.39,-13.66,0.039,141.943,1,8,0.0557,4,35,3755881
Muskuraye Tera Chehra,Jani Babu Qawwal,/artist/jani-babu-qawwal,05:25,Urdu,09-01-2023,0.1,0.795,0.151,0.176,-9.029,0.0847,200.046,1,0,0.09,4,79,5348199
Allah Ho Baki Min Kulle Phani,Hanif Agrewala,/artist/hanif-agrewala,07:59,Urdu,05-04-2006,0.63,0.97,0.1,0.21,-4.537,0.0541,155.935,1,4,0.1,4,57,10462377
Aaka Ka Pasina Yaad Aaya,Munnawar|Masum,/artist/munnawar|/artist/masum,10:54,Urdu,10-06-2013,0.02,0.331,0.591,0.911,-13.079,0.066,139.829,1,6,0.085,4,100,4957691
Tum Se Ulfat Ke,Nahid Akhtar,/artist/nahid-akhtar,06:16,Urdu,02-02-2017,0.55,0.23,0.7,0.27,-9.432,0.09,150.008,1,1,0.02,4,39,235462
Bajuband Khul Khul Jaye,Master Sajjad Ali,/artist/master-sajjad-ali,03:06,Urdu,11-10-2013,0.54,0.524,0.151,0.234,-8.821,0.022,114.972,1,2,0,4,58,9654264
Ashiq Ke Liye Yaksan,Farida Khanum,/artist/farida-khanum,05:26,Urdu,11-02-2021,0.41,0.1,0.1,0.91,-2.306,0.087,150.056,0,2,0.09,4,33,8631547
Kuchh Is Ada Se Aaj Woh Pahloonasheen Rahe,Sudha Malhotra,/artist/sudha-malhotra,03:43,Urdu,05-03-2005,0.38,0.606,0.758,0.003,-11.23,0.0459,139.888,0,2,0.04,4,71,3378792
Aaye Kuch Abr,Runa Laila,/artist/runa-laila,04:34,Urdu,04-01-2021,0.58,0.09,0.5,0,-5.145,0.027,124.809,1,10,0.05,4,97,8675943
Bar E Khwaja And Ae Khaliq E Alam,Aziz Ahmed Warsi|Chorus,/artist/aziz-ahmed-warsi|/artist/chorus,05:19,Urdu,11-11-2007,0.64,0.809,0.459,0.824,-2.148,0.044,125.893,1,8,0.02,4,45,9978845
Panghat Par Ek Gori Hai,Qaiser Azad Badayuni,/artist/qaiser-azad-badayuni,08:34,Urdu,07-02-2012,0.24,0.84,0.1,0.87,-12.768,0.063,160.017,0,10,0.044,4,36,11341300
Main Nazar Se Pee Raha Hoon,Munni Begum,/artist/munni-begum,03:27,Urdu,11-06-2002,0.32,0.365,0.717,0.63,-12.405,0.0803,156.962,1,9,0.08,4,37,8467135
Ya Ali,Munnawar|Masum,/artist/munnawar|/artist/masum,08:45,Urdu,10-01-2004,0.44,0.74,0.5,0.48,-11.495,0.09,120.023,1,1,0.091,4,27,1513664
Ajnabi,Ali Haider,/artist/ali-haider,03:29,Urdu,11-02-2016,0.41,0.156,0.549,0.5,-7.11,0.03,190.022,1,10,0.084,4,36,6478906
Sall-E-Ala Muhammad,Mehdi Hassan|Others,/artist/mehdi-hassan|/artist/others,04:55,Urdu,11-03-2016,0.82,0.5,0,0.48,-13.493,0.0511,142.025,0,5,0.0788,4,87,10866316
Yaadein,Vital Signs,/artist/vital-signs,04:02,Urdu,02-10-2008,0.49,0.91,0.257,0.435,-9.656,0.031,139.997,0,11,0.0177,4,63,3954547
Akhan Cham Cham,Tina Sani,/artist/tina-sani,07:00,Urdu,02-03-2000,0.98,0.74,0.5,0.34,-3.15,0.01,133.003,0,6,0.0115,4,43,9946841
Itni Muddat Baad Miley Ho (Live),Ghulam Ali,/artist/ghulam-ali,13:28,Urdu,09-07-2002,0.05,0.6,0.65,0.078,-3.946,0.009,127.513,0,9,0.038,4,64,6715785
Nahien Mila,Sajjad Ali,/artist/sajjad-ali,04:20,Urdu,12-01-2008,0.16,0.23,0.7,0.17,-2.189,0.08,134.817,0,4,0,4,86,5186884
Aai Naseem Koye Mohammad,M. Kaleem,/artist/m-kaleem-1,03:34,Urdu,12-02-2022,0.11,0.637,0.797,0.429,-12.253,0.0872,133.998,1,10,0.037,4,65,5330681
"Aafat Ban Ke Aey (from ""Janwar"")",Akhlaq Ahmed|Mehnaz,/artist/akhlaq-ahmed|/artist/mehnaz,04:54,Urdu,03-07-2009,0.51,0.08,0.2,0.68,-12.046,0.0908,149.96,1,7,0.05,4,35,9419113
Dil Dharkne Ka,Noor Jehan,/artist/noor-jehan,06:24,Urdu,12-11-2000,0.95,0.715,0.122,0.633,-4.357,0.018,219.984,1,1,0.0296,4,100,5797536
Chahekte Phiroge,Gaurav Chopra,/artist/gaurav-chopra-8,06:01,Urdu,10-04-2013,0.7,0.09,0.3,0.1,-8.003,0.082,160.034,1,6,0.0299,4,85,1509192
Koi Baat Karo,Tina Sani,/artist/tina-sani,04:23,Urdu,05-08-2008,0.2,0.866,0.558,0.398,-4.395,0.05,158.828,1,8,0.046,4,95,10272841
Dont Be Silly,Runa Laila,/artist/runa-laila,04:52,Urdu,07-06-2004,0.6,0.14,0.6,0.13,-10.921,0.078,150.008,1,0,0.039,4,67,3899942
Makka Madina Jane Wale,Chote Saleh Mohd Azad,/artist/chote-saleh-mohd-azad,05:39,Urdu,04-11-2012,0.93,0.189,0.795,0.631,-10.337,0.03,154.96,0,1,0,4,58,4821365
Mujhse Pehli Si Mohabbat,Noor Jehan,/artist/noor-jehan,03:58,Urdu,10-10-2021,0.52,0.28,0.4,0.61,-11.134,0.03,220.112,1,7,0.0958,4,77,6931821
Botal Ki Haseena,Bhupinder Singh,/artist/bhupinder-singh,06:41,Urdu,05-04-2010,0.19,0.017,0.822,0.41,-6.846,0.009,140.095,0,1,0.082,4,75,6589428
Gouse Aajam Ka Sahara Hai,Hanif Agrewala,/artist/hanif-agrewala,09:29,Urdu,02-02-2013,0.85,0.81,0.3,0.67,-11.121,0.0113,135.073,1,9,0.0996,4,78,2643760
Hangama Hai Kyun Barpa,Ghulam Ali,/artist/ghulam-ali,10:43,Urdu,02-07-2012,0.41,0.3,0.641,0.888,-9.497,0.04,158.372,1,5,0.0497,4,98,7461657
Ek Bar Muskurado,Munni Begum,/artist/munni-begum,06:56,Urdu,02-09-2021,0.3,0.8,0.4,0.77,-3.609,0.08,150.153,1,1,0.04,4,37,7148821
Aaja Tera Intezar Hai,Iqbal Afzal Sabri Qawwal|Chorus,/artist/iqbal-afzal-sabri-qawwal|/artist/chorus,06:21,Urdu,03-04-2014,0.14,0.8,0.235,0.539,-11.778,0.01,119.973,0,9,0.042,4,38,2295299
Main Kya Janoon,Iqbal Afzal Sabri Qawwal|Chorus,/artist/iqbal-afzal-sabri-qawwal|/artist/chorus,06:04,Urdu,10-06-2006,0.84,0.44,0.5,0.01,-9.244,0.06,179.502,1,8,0.0538,4,64,3604363
Chalo Dayar e Nabi Ki Janib,Nusrat Fateh Ali Khan,/artist/nusrat-fateh-ali-khan,14:55,Urdu,08-07-2011,0.94,0.804,0.318,0.902,-6.956,0.006,160.006,0,1,0.025,4,78,1524744
"Khil Uthi Bahar Banke (From ""Faisla"" )",Akhlaq Ahmed|Mehnaz,/artist/akhlaq-ahmed|/artist/mehnaz,04:22,Urdu,06-02-2009,0.42,0.31,0.7,0.75,-8.533,0.08,179.176,1,1,0.0727,4,83,8907207
Tumne Ghabra Ke Jaa Baja Dekha,Pratap Barot,/artist/pratap-barot,04:15,Urdu,09-02-2010,0.37,0.143,0.204,0.022,-7.152,0.05,115.576,1,1,0.09,4,32,8322968
Saans Lena Bhi,Pervaiz Mehdi,/artist/pervaiz-mehdi,09:12,Urdu,07-08-2022,0.89,0.33,0.9,0.74,-11.035,0.02,159.944,0,1,0.0176,4,81,7273139
Jab Bhi Aati Hai (Live),Mehdi Hassan,/artist/mehdi-hassan,13:22,Urdu,12-04-2019,0.82,0.103,0.855,0.813,-2.707,0.07,118.943,1,6,0.015,4,69,10642534
Maidha Hath Dekh Ke,Mansoor Ali Malangi,/artist/mansoor-ali-malangi,14:46,Urdu,02-10-2021,0.27,0.39,0.9,0.53,-2.339,0.07,160.184,1,1,0.08,4,99,7205466
Samne Wali Dukan Se,M.Javed|Saima Khalid|Zahida Khan,/artist/mjaved|/artist/saima-khalid|/artist/zahida-khan,00:20,Urdu,07-04-2007,0.3,0.199,0.483,0.347,-11.025,0.08,170.974,0,10,0.01,4,36,9101778
Hum To Yun Apni Zindagi Se Mile,Vani Jairam|Chorus,/artist/vani-jayaram|/artist/chorus,04:43,Urdu,02-11-2014,0.24,0.87,0.9,0.03,-8.452,0.026,157.98,0,10,0.078,4,86,1439647
"Make Love Not War (from""Goong"")",Ahmed Rushdi|Nahid Akhtar,/artist/ahmed-rushdi|/artist/nahid-akhtar,03:50,Urdu,03-09-2002,0.36,0.212,0.25,0.515,-2.817,0.0931,130.007,1,1,0.04,4,47,4644205
Sallalh O Alaihe Vasallam,Shankar Shambhu Qawwal|Chorus,/artist/shankar-shambhu-qawwal-82|/artist/chorus,03:14,Urdu,04-09-2015,0.88,0.77,0.9,0.91,-3.897,0.0156,161.983,0,11,0.003,4,89,8906758
Sanjher Pakhira Phirilo Kulay,Feroza Begum,/artist/feroza-begum,03:37,Urdu,01-01-2002,0.59,0.153,0.932,0.539,-6.052,0.08,132.006,1,0,0.089,4,34,559404
Chaahe Jaise Ho Baharhaal Ab Aisa Karna,Rajkumar Rizvi,/artist/rajkumar-rizvi,05:03,Urdu,04-06-2014,0.6,0.59,0.7,0.91,-10.738,0.083,144.098,0,3,0.0198,4,27,2266196
Gulon Mein Rang,Runa Laila,/artist/runa-laila,04:41,Urdu,10-08-2013,0.6,0.397,0.216,0.426,-13.339,0.04,159.994,1,7,0.01,4,78,6673756
Kab Tak Mere Maula,Zaki Taji Qawwal,/artist/zaki-taji-qawwal,08:11,Urdu,02-11-2005,0.06,0.16,0.7,0.88,-13.967,0.0927,164.022,0,10,0.0969,4,43,8922223
Hum Dekhen Ge,Iqbal Bano,/artist/iqbal-bano,12:28,Urdu,01-03-2014,0.76,0.647,0.427,0.202,-11.92,0.031,163.016,1,8,0.061,4,94,3746868
Doobti Ho Jis Tarah Kashti Koi Sahil Se Door Ghazal,Satish Babbar,/artist/satish-babbar,05:46,Urdu,07-09-2008,0.05,0.42,0.3,0.31,-6.325,0.01,130.099,0,6,0.073,4,33,2592846
Naqsh Faryadi Hai,Mahendra Kapoor|Chorus,/artist/mahendra-kapoor|/artist/chorus,06:04,Urdu,11-04-2022,0.49,0.201,0.187,0.637,-11.012,0.019,137.99,1,6,0.0974,4,81,4202212
Tum Na Jane Kis Jahan Mein,Jagjit Singh|Chitra Singh,/artist/jagjeet-singh-1|/artist/chitra-singh,07:10,Urdu,02-01-2002,0.67,0.76,0.9,0.8,-12.61,0.0293,169.976,0,6,0.0525,4,79,496369
Woh Aaj Raunaq E Mehfil Dikhai,Raj Kumar Rizvi,/artist/raj-kumar-rizvi,05:12,Urdu,03-05-2004,0.71,0.297,0.356,0.4,-2.177,0.0765,132.03,1,6,0.0015,4,66,875082
Kisie Aur Gham Mein (Ghazal),Asad Amanat Ali Khan|Hamid Ali Khan,/artist/asad-amanat-ali-khan|/artist/hamid-ali-khan,10:24,Urdu,04-05-2006,0.43,0.66,0.5,0.77,-5.956,0.064,125.406,1,0,0.057,4,71,2525936
Hansne Ki Chah Ne Kitna Mujhe,Manna Dey,/artist/manna-dey,03:13,Urdu,01-02-2005,0.94,0.419,0.494,0.25,-3.412,0.022,176.01,0,10,0.0258,4,100,6439424
Hamare Sath Jise Maut Se Ho Pyar Chale,Kanwal Sindhu,/artist/kanwal-sindhu,03:47,Urdu,07-01-2006,0.83,1,0.6,0.2,-9.485,0.067,149.923,0,9,0.05,4,58,11060924
Garib Kahte Hain,Aziz Naazan,/artist/aziz-naazan,06:24,Urdu,03-11-2002,0.45,0.517,0.009,0.907,-10.432,0.0162,155.623,0,9,0.039,4,55,3910058
Gaus Ka Rutba,Arzoo Bano,/artist/arzoo-bano,16:39,Urdu,05-07-2016,0.3,0.7,0.9,0.58,-5.916,0.04,119.965,1,11,0.041,4,58,2598200
Baat Karni Kabhi,Runa Laila,/artist/runa-laila,04:14,Urdu,07-10-2014,0.42,0.169,0.922,0.051,-11.786,0.074,149.492,1,5,0.0708,4,81,2160201
Aek Roz Waqia,Munna Azad Qawwal,/artist/munna-azad-qawwal,10:26,Urdu,02-06-2003,0.37,0.64,0.8,0.49,-6.955,0.01,158.919,1,1,0.088,4,51,6183672
Pyas Who Dil Ki Bujhane (Live),Ghulam Ali,/artist/ghulam-ali,13:42,Urdu,05-01-2021,1,0.341,0.928,0.276,-5.952,0.058,168.912,0,10,0.06,4,62,590761
Ghazal Hazrat Amir Khusro,Mehdi Hassan,/artist/mehdi-hassan,05:14,Urdu,06-01-2022,0.93,0.96,0.6,0.26,-11.994,0.014,207.89,1,4,0.056,4,47,10800460
Nas Nas Bole Nabi Nabi,Hanif Agrewala,/artist/hanif-agrewala,09:52,Urdu,09-07-2016,0.62,0.522,0.826,0.356,-5.854,0.04,116.973,1,0,0.018,4,77,11191500
Hamre Gaon Wali Goriya,Jani Babu Qawwal|Chorus,/artist/jani-babu-qawwal|/artist/chorus,06:22,Urdu,12-07-2021,0.79,0.58,0.4,0.84,-3.44,0.02,219.028,0,6,0.0618,4,71,9432366
Main Subha Jaldi Uth Jata Hoon,M.Javed|Saima Khalid|Zahida Khan,/artist/mjaved|/artist/saima-khalid|/artist/zahida-khan,00:31,Urdu,11-04-2012,0.16,0.679,0.955,0.558,-2.124,0.02,163.824,1,1,0.06,4,97,9358526
Kisko Maloom Hai Who Raat,Jani Babu Qawwal,/artist/jani-babu-qawwal,09:22,Urdu,12-05-2016,0.26,0.77,0.9,0.83,-13.018,0.07,174.994,0,2,0.05,4,83,9830319
Manzilon Tak Jo Mujhko Le Jaaye,Chhaya Ganguli,/artist/chhaya-ganguli,04:59,Urdu,10-10-2017,0.39,0.911,0.431,0.9,-7.627,0.02,121.968,1,9,0.0807,4,82,2014158
Jin Se Ham Chhoot Gaye Ab Woh Jahan Kaise Hain,Parvati Khan,/artist/parvati-khan,04:43,Urdu,08-09-2013,0.75,0.95,0.1,0.99,-2.916,0.0909,153.954,0,0,0.0927,4,43,5325770
Parda Ho Lakh,Vinod Sehgal,/artist/vinod-sehgal,04:33,Urdu,03-02-2013,0.92,0.432,0.905,0.158,-11.088,0.03,125.028,1,9,0.076,4,32,1333600
Amal Mujh Par Karo Quraan Hoon Main,Ghulam Kadar Hashmi Qawwal,/artist/ghulam-kadar-hashmi-qawwal,06:45,Urdu,10-08-2021,0.16,0.43,0.7,0.07,-7.546,0.07,192.175,1,1,0.0199,4,33,5143122
Veerane Men Phir Dil Ke Ek Taaza Bahar Aai,Santosh Kumar|Seema Sharma,/artist/santosh-kumar|/artist/seema-sharma,04:04,Urdu,10-09-2018,0.82,0.21,0.12,0.075,-4.672,0.085,159.932,1,1,0.019,4,39,5242639
"Oh My Love (from ""Sham e Mohabbat"")",Nahid Akhtar,/artist/nahid-akhtar,04:44,Urdu,08-03-2012,0.56,0.35,0.3,0.51,-7.083,0.076,125.032,1,2,0.0664,4,96,2495664
"One Two Three (from ""Kabhi Kabhi"")",Nahid Akhtar,/artist/nahid-akhtar,03:40,Urdu,04-02-2005,0.9,0.98,0.84,0.938,-10.58,0.09,160.114,0,0,0.038,4,60,2962951
Karnan Na Pyar,Mansoor Ali Malangi,/artist/mansoor-ali-malangi,13:12,Urdu,11-06-2005,0.86,0.67,0.3,0.35,-10.783,0.069,150.003,0,8,0.0242,4,94,7362335
Tum Aajao Nadiya Kinare,Mehdi Hassan,/artist/mehdi-hassan,11:42,Urdu,03-06-2019,0.69,0.28,0.494,0.155,-7.407,0.05,160.035,1,11,0.043,4,89,3690352
Tu Chanda Main Chandni,Nahid Akhtar,/artist/nahid-akhtar,03:34,Urdu,06-05-2005,0.29,0.11,0.8,0.73,-12.062,0.0286,164.891,0,1,0.021,4,74,1576014
Teri Anjuman Mein Zalim,Munni Begum,/artist/munni-begum,05:42,Urdu,06-10-2017,0.03,0.019,0.861,0.983,-10.686,0.0444,153.016,0,9,0.08,4,28,8565362
"Jabhi Tujhe Dekhun (From ""Naraz"")",Nahid Akhtar,/artist/nahid-akhtar,04:40,Urdu,05-04-2004,0.47,0.55,0.4,0.44,-3.87,0.03,139.988,0,4,0.0303,4,97,4748528
Unhen Darkar Hai,Munna Azad Qawwal,/artist/munna-azad-qawwal,04:58,Urdu,09-03-2017,0.25,0.58,0.769,0.55,-10.448,0.033,115.051,1,8,0.016,4,95,1096423
Na Rawa Kahiye Na Saza,Farida Khanum,/artist/farida-khanum,05:07,Urdu,07-08-2007,0.93,0.07,0.1,0.01,-12.737,0.0965,162.029,0,4,0.0834,4,96,3809698
Garmi Ki Woh Thahari Hui And Chupke - Chupke,Indira Varma|Shubha Mudgal,/artist/indira-varma|/artist/shubha-mudgal,05:11,Urdu,11-12-2021,0.78,0.835,0.602,0.983,-11.428,0.07,135.01,1,11,0.062,4,66,356668
Aisa Lagta Hai Ke Tu Aane,Nahid Akhtar,/artist/nahid-akhtar,03:26,Urdu,06-05-2017,0.88,0.21,0.9,0.77,-12.474,0.02,189.928,1,10,0.0269,4,41,1846590
Jhoom Re Haathi,Lubna Nadeem,/artist/lubna-nadeem,03:06,Urdu,01-07-2010,0.66,0.222,0.761,0.299,-8.596,0.06,164.02,0,6,0.07,4,99,8053039
Meri Palkon Ko (Tapish),Tina Sani,/artist/tina-sani,03:47,Urdu,01-03-2019,0.31,0.75,0.8,0.76,-10.166,0.08,139.986,0,6,0.059,4,48,8489469
Ajmer Jane Ki Tamanna Hai (Live),Sabri Brothers,/artist/sabri-brothers,14:28,Urdu,02-06-2001,0.72,0.4,0.692,0.983,-13.107,0.09,210.012,1,8,0.096,4,79,2593850
Soona Soona Aasmaan,Alamgir Khan,/artist/alamgir-khan,03:41,Urdu,11-04-2018,0.35,0.17,0.7,0.37,-4.872,0.07,115.983,1,5,0.04,4,47,2945472
Pa Be Khabar Hoon,Farida Khanum,/artist/farida-khanum,04:08,Urdu,01-03-2008,0.98,0.579,0.757,0.239,-9.292,0.08,125.997,1,1,0.053,4,60,1624245
More Sayyan (Thumri),Iqbal Bano,/artist/iqbal-bano,10:13,Urdu,12-09-2023,0.24,0.86,0.4,0.49,-12.121,0.0481,115.993,1,9,0.039,4,39,7668603
Aaye Tum Yahan,Ali Haider,/artist/ali-haider,05:04,Urdu,03-05-2004,0.08,0.996,0.831,0.629,-9.108,0.034,161.928,1,8,0.0388,4,61,4745845
Taj Nagri Mein Woh Tajwala Hai,Chhote Yusuf Qawwal,/artist/chhote-yusuf-qawwal,03:34,Urdu,08-03-2019,0.06,0.26,0,0.02,-3.671,0.02,119.969,0,1,0.0693,4,62,10601388
Biron Aage Barhao Kadam,Akbar Quawwal,/artist/akbar-quawwal,03:06,Urdu,10-03-2009,0.52,0.997,0.496,0.159,-12.399,0.046,124.658,0,5,0.0488,4,70,3903545
Jo Bhi Kuch Hai,Nayyara Noor,/artist/nayyara-noor-1,05:42,Urdu,11-06-2012,0.97,0.03,0.7,0.03,-8.809,0.087,170.082,0,11,0.035,4,90,3978028
Unke Dar Tak Pohonchne,Vandana Bajpeyie|Iqbal Ahmed Siddiqi,/artist/vandana-bajpeyie|/artist/iqbal-ahmed-siddiqi,07:49,Urdu,11-05-2022,0.6,0.812,0.885,0.517,-3.45,0.02,154.718,0,8,0.0728,4,44,10480613
Chal Ri Sakhi Ajmer Nagariya,Hanif Agrewala,/artist/hanif-agrewala,07:53,Urdu,04-02-2018,0.34,0.61,0.5,0.9,-8.179,0.03,166.158,1,1,0.0926,4,85,3325935
Tere Ishq Nachaya Kar,Aziz Miyan Qawwal,/artist/aziz-miyan-qawwal,30:18:00,Urdu,04-09-2009,0.71,0.068,0.301,0.872,-8.366,0.0901,129.047,1,6,0.0635,4,70,10149181
Daag-e-Dil Hamko Yaad Aane Lage,Iqbal Bano,/artist/iqbal-bano,05:04,Urdu,05-11-2016,0.42,0.65,0.6,0.76,-11.49,0.07,180.026,1,1,0.0113,4,37,8502014
Bolo Bolo Kano Mein Ras Gholo,Gul Bahar Bano,/artist/gul-bahar-bano,04:11,Urdu,10-12-2007,0.69,0.096,0.938,0.475,-2.047,0.0879,159.942,0,0,0,4,44,10656350
Chala Men Wahan,Sajjad Ali,/artist/sajjad-ali,04:37,Urdu,02-09-2007,0.5,0.4,0.9,0.98,-11.234,0.05,116,0,5,0.066,4,95,2569385
Yaaron Kisi Qatil Se (Live),Mehdi Hassan,/artist/mehdi-hassan,10:16,Urdu,04-01-2009,0.21,0.728,0.309,0.672,-7.548,0.0514,204.128,1,1,0.012,4,97,5003861
