song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,instrumentalness,liveliness,valence,predicted_mood,spotify_id,spotify_url
Kutrala Malaiyile,Sirkazhi Govindarajan|L.R. Eswari,/artist/sirkazhi-govindarajan|/artist/lr-eswari-2,0.0,Tamil,2010-06-06,0.82,0.09,0.398,0.761,-5.778,0.0705,181.686,0,9,0.0193,4,48,6724004,0,0,0,Sad,06hjyv3g92Hy2ESNvGsViH,https://open.spotify.com/track/06hjyv3g92Hy2ESNvGsViH
Sone Pappidi,Kovai Soundarajan|T.M. Soundararajan,/artist/kovai-soundaraj|/artist/tm-soundararajan,0.0,Tamil,2010-06-07,0.48,0.274,0.207,0.612,-8.003,0.0975,137.847,1,7,0.05,4,55,4523766,0,0,0,Sad,2IiwDxwwnky0yAM61l6RjX,https://open.spotify.com/track/2IiwDxwwnky0yAM61l6RjX
Ennai Yarum Thottathillai,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,0.0,Tamil,2010-06-09,0.04,0.483,0.177,0.79,-3.592,0.016,119.973,0,6,0.03,4,67,2028362,0,0,0,Sad,4LMoEGinlbtoJKuwd48ApP,https://open.spotify.com/track/4LMoEGinlbtoJKuwd48ApP
Idhaya Mazhaiyil Nanaintha Kiligal,K J Yesudas|P. Susheela,/artist/k-j-yesudas|/artist/p-suseela-2,0.0,Tamil,2010-06-11,0.61,0.641,0.582,0.389,-4.149,0.09,152.109,1,1,0.096,4,40,3539937,0,0,0,Energetic,4HISEVd6CMUd384MLJ5HWd,https://open.spotify.com/track/4HISEVd6CMUd384MLJ5HWd
Kanchi Kaamatchi,P. Susheela|Vani Jairam,/artist/p-suseela-2|/artist/vani-jayaram,0.0,Tamil,2010-07-01,0.14,0.91,0.222,0.4,-6.113,0.047,110.01,1,7,0.096,4,28,6535765,0,0,0,Sad,1dLltcxAsP10mVmK5lWymt,https://open.spotify.com/track/1dLltcxAsP10mVmK5lWymt
Mukhamendra,L.R. Eswari,/artist/lr-eswari-2,0.0,Tamil,2010-07-04,0.61,0.12,0.98,0.612,-4.061,0.0157,129.006,1,0,0.01,4,63,6375280,0,0,0,Energetic,3gNWJsQbadW7OYfgKJ5Uii,https://open.spotify.com/track/3gNWJsQbadW7OYfgKJ5Uii
Aasaiye Kaathule.,S. P. Sailaja|Chorus,/artist/s-p-sailaja-2|/artist/chorus,0.0,Tamil,2010-07-05,0.06,0.06,0.299,0.26,-12.684,0.035,192.104,0,10,0.057,4,42,1469538,0,0,0,Sad,3VSZm9MaHXQXixpckXlpoQ,https://open.spotify.com/track/3VSZm9MaHXQXixpckXlpoQ
Kinnathil Then Vaditthu,K J Yesudas|S. Janaki,/artist/k-j-yesudas|/artist/s-janaki,0.0,Tamil,2010-07-08,0.03,0.845,0.72,0.983,-11.81,0.074,140.817,1,11,0.048,4,83,2534704,0,0,0,Happy,4xhsWYTOGcal8zt0J161CU,https://open.spotify.com/track/4xhsWYTOGcal8zt0J161CU
Elladha Porul Meedhu,M. S. Viswanathan,/artist/m-s-viswanathan-2,0.0,Tamil,2010-07-11,0.74,0.426,0.998,0.778,-6.968,0.07,158.036,1,1,0.043,4,31,6024769,0,0,0,Energetic,4vAsl8WEKTJQDLB70n8Wvo,https://open.spotify.com/track/4vAsl8WEKTJQDLB70n8Wvo
Pazhamudhir Solaiyile,P. Susheela,/artist/p-suseela-2,0.0,Tamil,2010-08-01,0.54,0.691,0.855,0.464,-2.556,0.0124,184.014,1,2,0.0619,4,49,440269,0,0,0,Energetic,39PaevZBKlIb6vxhbpK2T9,https://open.spotify.com/track/39PaevZBKlIb6vxhbpK2T9
Paattondru Tharuvaar,P. Susheela|L.R. Eswari,/artist/p-suseela-2|/artist/lr-eswari-2,0.0,Tamil,2010-08-03,0.88,0.75,0.709,0.03,-7.964,0.01,139.89,1,1,0.0242,4,55,7386150,0,0,0,Happy,5pfvnAJvrwB1kYe3YvpCCK,https://open.spotify.com/track/5pfvnAJvrwB1kYe3YvpCCK
Thuyil Kondal,P. Susheela,/artist/p-suseela-2,0.0,Tamil,2010-08-06,0.93,0.209,0.406,0.297,-13.941,0.0634,178.099,0,6,0.001,4,38,4656466,0,0,0,Sad,6O3lsvGdJZFDIn8M5MS8Lh,https://open.spotify.com/track/6O3lsvGdJZFDIn8M5MS8Lh
Ezhukadal Nayagiye Eswari,S. Janaki,/artist/s-janaki,0.0,Tamil,2010-08-06,0.86,0.554,0.913,0.637,-12.55,0.01,126.97,1,9,0.06,4,71,1914898,0,0,0,Happy,0wbY2TAIjD3azzOoXKwZBl,https://open.spotify.com/track/0wbY2TAIjD3azzOoXKwZBl
Azhagirukkuthu,T.M. Soundararajan|Sirkazhi Govindarajan,/artist/tm-soundararajan|/artist/sirkazhi-govindarajan,0.0,Tamil,2010-08-07,0.65,0.711,0.196,0.699,-10.415,0.07,121.023,1,1,0.06,4,41,553417,0,0,0,Sad,1F98D7F2PxacLr7J81Pfnx,https://open.spotify.com/track/1F98D7F2PxacLr7J81Pfnx
Yerupudichavare,Malaysia Vasudevan|P. Susheela,/artist/malaysia-vasudevan|/artist/p-suseela-2,0.0,Tamil,2010-08-12,0.87,0.98,0.153,0.3,-12.364,0.0936,110.985,1,11,0.041,4,75,194687,0,0,0,Sad,2UtSC0WfRo361LCamztT11,https://open.spotify.com/track/2UtSC0WfRo361LCamztT11
Vizhiyile,P. Jayachandran,/artist/p-jayachandran-1,0.0,Tamil,2010-09-01,0.66,0.66,0.667,0.9,-2.824,0.0157,169.924,1,2,0.0459,4,95,11149465,0,0,0,Sad,4ccJUGIKd3Ul2IUYetNlWB,https://open.spotify.com/track/4ccJUGIKd3Ul2IUYetNlWB
Neela Niram,S. Janaki|T.M. Soundararajan,/artist/s-janaki|/artist/tm-soundararajan,0.0,Tamil,2010-09-02,0.6,0.736,0.878,0.825,-3.962,0.1,165.838,1,11,0.08,4,46,6062897,0,0,0,Energetic,5F90lkBYKx9CtPU8TX78QL,https://open.spotify.com/track/5F90lkBYKx9CtPU8TX78QL
Chippikkulle,Vani Jairam,/artist/vani-jayaram,0.0,Tamil,2010-09-05,0.94,0.74,0.282,0.041,-6.955,0.097,190.53,0,6,0.089,4,59,199353,0,0,0,Sad,24hEVUZIfhM62ONs46WyWQ,https://open.spotify.com/track/24hEVUZIfhM62ONs46WyWQ
Kondaicheval,S. P. Balasubrahmanyam|Valee|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/valee|/artist/s-janaki,0.0,Tamil,2010-09-09,0.97,0.54,0.548,0.4,-9.342,0.0366,135.015,0,1,0.0042,4,33,403509,0,0,0,Happy,6dvZ9YupWV18hSwdDo8jza,https://open.spotify.com/track/6dvZ9YupWV18hSwdDo8jza
Thillana Nadaswaram,M.P.N. Ponnuswamy|M.P.N. Sethuraman,/artist/mpn-ponnuswamy-34|/artist/mpn-sethuraman-35,0.0,Tamil,2010-09-12,0.56,0.849,0.268,0.636,-3.476,0.016,148.02,0,11,0.025,4,28,2797061,0,0,0,Sad,7LZSp9k7qFfTTTxm661DcP,https://open.spotify.com/track/7LZSp9k7qFfTTTxm661DcP
Lullaby,Padma Subrahmaniam|Shyamala Balakrishnan|N. Vasudevan|K.S. Vasudevan,/artist/padma-subrahmaniam|/artist/shyamala-balakrishnan|/artist/n-vasudevan-21|/artist/ks-vasudevan-20,0.0,Tamil,2010-10-02,0.67,0.412,0.874,0.061,-2.755,0.06,135.551,0,5,0.0585,4,53,558869,0,0,0,Energetic,6MM7IELstFbdIqKeJG1ATP,https://open.spotify.com/track/6MM7IELstFbdIqKeJG1ATP
Aandavan Ulagatthin,T.M. Soundararajan,/artist/tm-soundararajan,0.0,Tamil,2010-10-04,0.12,0.507,0.638,0.974,-10.06,0.02,110.029,1,1,0.0911,4,25,7633873,0,0,0,Sad,5XScWiOD8CFRVNqTXpg2Bo,https://open.spotify.com/track/5XScWiOD8CFRVNqTXpg2Bo
Muruga Muruga,K. B. Sundarambal,/artist/k-b-sundarambal-1,0.0,Tamil,2010-10-04,0.24,0.74,0.545,0.6,-12.757,0.038,109.973,1,10,0.025,4,60,9352833,0,0,0,Sad,2OKJA9sWapPllsTe6D2K9Q,https://open.spotify.com/track/2OKJA9sWapPllsTe6D2K9Q
Buddhi Sigamani,L.R. Eswari|A.L. Raghavan,/artist/lr-eswari-2|/artist/al-raghavan-1,0.0,Tamil,2010-10-09,0.32,0.04,0.816,0.3,-5.642,0.042,170.862,1,1,0.05,4,29,5899060,0,0,0,Energetic,2jjRXFCWd0mmopYGNm7Rep,https://open.spotify.com/track/2jjRXFCWd0mmopYGNm7Rep
Samiye Saranam,Dr. Seerkazhi G. Sivachidambaram,/artist/dr-seerkazhi-g-sivachidambaram-18,0.0,Tamil,2010-10-10,0.85,0.345,0.296,0.269,-6.882,0.0205,144.88,0,0,0.043,4,36,10797182,0,0,0,Sad,4zJitwtl9Tcdq82wKiprHz,https://open.spotify.com/track/4zJitwtl9Tcdq82wKiprHz
Vizhiyae Kathai Ezhuthu,P. Susheela|K J Yesudas,/artist/p-suseela-2|/artist/k-j-yesudas,0.0,Tamil,2010-10-11,0.53,0.718,0.429,0.807,-2.439,0.015,140.105,1,1,0.0711,4,99,8499840,0,0,0,Sad,1ZK7hiGdYue5gMo7SmLVZJ,https://open.spotify.com/track/1ZK7hiGdYue5gMo7SmLVZJ
Ponmeni Thazhuvaamal,P. Susheela,/artist/p-suseela-2,0.0,Tamil,2010-10-12,0.73,0.691,0.113,0.155,-13.377,0.084,143.878,1,1,0.02,4,54,7967935,0,0,0,Sad,01rvTBo1PlHt5wpP0myvL4,https://open.spotify.com/track/01rvTBo1PlHt5wpP0myvL4
Atthamava,S. Janaki|Malaysia Vasudevan,/artist/s-janaki|/artist/malaysia-vasudevan,0.0,Tamil,2010-11-02,0.07,0.11,0.222,0.6,-3.583,0.0238,122.045,0,10,0.02,4,33,9221103,0,0,0,Sad,1IA4raDWZcsiVvZFN4NYeJ,https://open.spotify.com/track/1IA4raDWZcsiVvZFN4NYeJ
Kainiraiya Chozhi,P. Susheela|L.R. Eswari,/artist/p-suseela-2|/artist/lr-eswari-2,0.0,Tamil,2010-11-03,0.6,0.99,0.881,0.3,-10.135,0.03,199.964,1,6,0.0586,4,67,11055128,0,0,0,Happy,73Z4t7EeD5lNCename4N0x,https://open.spotify.com/track/73Z4t7EeD5lNCename4N0x
O Manida Jaathiye,T M S Selvakumar,/artist/t-m-s-selvakumar,0.0,Tamil,2010-11-06,0.28,0.156,0.68,0.364,-4.725,0.022,137.987,1,11,0.08,4,29,9167050,0,0,0,Sad,6zj2GvmNx7IB74qgg98RCP,https://open.spotify.com/track/6zj2GvmNx7IB74qgg98RCP
Naan Pesa Ninaippadellam,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,0.0,Tamil,2010-11-12,0.07,0.994,0.77,0.554,-10.128,0.04,165.904,1,5,0.05,4,55,4579000,0,0,0,Energetic,25KRLnz811ICyufestgxf1,https://open.spotify.com/track/25KRLnz811ICyufestgxf1
Ammadi Idhuthan Kathala,S. P. Balasubrahmanyam|K. S. Chithra,/artist/s-p-balasubrahamanyam|/artist/chitra,0.0,Tamil,2010-12-01,0.57,0.55,0.076,0.22,-2.44,0.0206,139.925,1,8,0.0787,4,94,3573712,0,0,0,Sad,4g38zqeI2SXAy6UPnTQT1n,https://open.spotify.com/track/4g38zqeI2SXAy6UPnTQT1n
Oru Rosappu,S.Kamala Devi|Vijayaramani,/artist/skamala-devi|/artist/vijayaramani,0.0,Tamil,2010-12-01,0.86,0.01,0.14,0.59,-4.385,0.0288,114.064,1,9,0.08,4,78,1462856,0,0,0,Sad,68XdK4SspJHSZuUBsercjq,https://open.spotify.com/track/68XdK4SspJHSZuUBsercjq
Perazhagu Meni,S. Janaki,/artist/s-janaki,0.0,Tamil,2010-12-02,0.62,0.58,0.446,0.4,-5.617,0.08,138.024,1,6,0.04,4,54,1257022,0,0,0,Sad,6kZ7KBmbfz6OnuQY49lWt9,https://open.spotify.com/track/6kZ7KBmbfz6OnuQY49lWt9
Pattula Sela,Malaysia Vasudevan|Vani Jairam,/artist/malaysia-vasudevan|/artist/vani-jayaram,0.0,Tamil,2010-12-05,0.36,0.16,0.543,1.0,-8.597,0.0207,116.998,0,6,0.032,4,41,11074959,0,0,0,Sad,4DL0zan7VUgMU781J2CD1N,https://open.spotify.com/track/4DL0zan7VUgMU781J2CD1N
Theerththa Karaiyiniley,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Tamil,2010-12-07,0.75,0.482,0.345,0.63,-11.07,0.04,192.112,1,2,0.06,4,90,5046564,0,0,0,Sad,5WPQ08XjB1XC32T0WKTGuj,https://open.spotify.com/track/5WPQ08XjB1XC32T0WKTGuj
Sahasangal,L.R. Eswari,/artist/lr-eswari-2,0.0,Tamil,2010-12-10,0.9,0.84,0.821,0.1,-11.72,0.0416,130.106,0,6,0.08,4,68,9988631,0,0,0,Happy,5HxBF0hGQfw75qxekCfJZu,https://open.spotify.com/track/5HxBF0hGQfw75qxekCfJZu
Ottukketkum Pengale,P. Susheela,/artist/p-suseela-2,0.0,Tamil,2011-01-01,0.53,0.53,0.462,0.8,-4.525,0.041,149.941,0,5,0.0551,4,61,9255028,0,0,0,Sad,5XKUv3KW1APhvG3Phrzcyk,https://open.spotify.com/track/5XKUv3KW1APhvG3Phrzcyk
Engey Nimmathi,T.M. Soundararajan,/artist/tm-soundararajan,0.0,Tamil,2011-01-02,0.49,0.03,0.266,0.0,-9.724,0.081,129.963,0,10,0.029,4,89,10210259,0,0,0,Sad,49DKPYVo5cBnBgEzoGSLSM,https://open.spotify.com/track/49DKPYVo5cBnBgEzoGSLSM
Oh Oru Thendral,Malaysia Vasudevan,/artist/malaysia-vasudevan,0.0,Tamil,2011-01-03,0.88,0.33,0.783,0.6,-7.104,0.014,173.016,1,7,0.0543,4,83,1595791,0,0,0,Happy,2TqqmFRxMts6dP12K8CKQy,https://open.spotify.com/track/2TqqmFRxMts6dP12K8CKQy
Un Paada Malar,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Tamil,2011-01-04,0.77,0.91,0.315,0.5,-2.904,0.04,184.446,1,1,0.0236,4,64,11182442,0,0,0,Sad,76YGHL1YimOef3xYV6rPgb,https://open.spotify.com/track/76YGHL1YimOef3xYV6rPgb
Amma Kannu,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,0.0,Tamil,2011-01-05,0.5,0.829,0.18,0.425,-11.427,0.0998,109.954,1,1,0.0,4,61,8004286,0,0,0,Sad,3hVEoNWLDpA0244FEURrrA,https://open.spotify.com/track/3hVEoNWLDpA0244FEURrrA
Azhagaana Manjappura,Mano|S. Janaki,/artist/mano|/artist/s-janaki,0.0,Tamil,2011-01-11,0.58,0.92,0.537,0.92,-10.876,0.018,199.916,0,2,0.0766,4,79,8965387,0,0,0,Happy,5pcdZmguBhFc74y7K69ED9,https://open.spotify.com/track/5pcdZmguBhFc74y7K69ED9
Kellamma Kellamma,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,0.0,Tamil,2011-02-02,0.91,0.31,0.603,0.3,-10.718,0.0978,149.204,1,0,0.06,4,92,2833721,0,0,0,Happy,4Givs7ZyR6XKGAxN618QPg,https://open.spotify.com/track/4Givs7ZyR6XKGAxN618QPg
Aabirahamai Aseervadhitha,Bharathi Paul,/artist/bharathi-paul,0.0,Tamil,2011-02-03,0.35,0.87,0.62,0.6,-8.862,0.091,142.049,0,11,0.02,4,73,10138082,0,0,0,Sad,4N2StTWOjUIGzITC4YdUll,https://open.spotify.com/track/4N2StTWOjUIGzITC4YdUll
Pon Vaaniley,K J Yesudas,/artist/k-j-yesudas,0.0,Tamil,2011-02-04,0.69,0.96,0.342,0.7,-8.748,0.08,160.007,1,10,0.0015,4,30,11240443,0,0,0,Sad,13iaftPd9DIfGFhjIKvXJi,https://open.spotify.com/track/13iaftPd9DIfGFhjIKvXJi
Uppuma Kindivaiyadi,Chachchu|Malaysia Vasudevan|Raji|Suruli Rajan,/artist/chachchu|/artist/malaysia-vasudevan|/artist/raji|/artist/suruli-rajan,0.0,Tamil,2011-02-05,0.75,0.506,0.565,0.702,-2.702,0.018,114.206,1,1,0.0343,4,42,1266456,0,0,0,Sad,1x2sP79E5hwWvdkxOaLXvY,https://open.spotify.com/track/1x2sP79E5hwWvdkxOaLXvY
Sevvandhi Pooparikkira,Malaysia Vasudevan|S. Janaki,/artist/malaysia-vasudevan|/artist/s-janaki,0.0,Tamil,2011-02-06,0.82,0.962,0.466,0.149,-11.29,0.08,130.013,0,0,0.0,4,80,5588022,0,0,0,Sad,22MLyYtGuVRZq9oQS2U0Qn,https://open.spotify.com/track/22MLyYtGuVRZq9oQS2U0Qn
Ulagengum Vazhi Kaattum,K. Mohideen Baig,/artist/k-mohideen-baig-6,0.0,Tamil,2011-02-09,0.44,0.784,0.471,0.051,-13.574,0.0477,189.912,1,5,0.05,4,42,2694538,0,0,0,Sad,6Qb7wC7Tjol8htcCOVgX7g,https://open.spotify.com/track/6Qb7wC7Tjol8htcCOVgX7g
Kaalamennum,P. Susheela,/artist/p-suseela-2,0.0,Tamil,2011-03-01,0.28,0.834,0.529,0.212,-9.823,0.06,179.056,1,0,0.0084,4,100,7094334,0,0,0,Sad,2pyICQia5TDWf9x6wg3Kkd,https://open.spotify.com/track/2pyICQia5TDWf9x6wg3Kkd
Kumarasthavam,S.P.Ramh|S.P.Saradha (Thirupur Sisters),/artist/spramh|/artist/spsaradha-thirupur-sisters,0.0,Tamil,2011-03-04,0.97,0.526,0.192,0.411,-8.581,0.03,160.75,1,1,0.0237,4,36,7106281,0,0,0,Sad,2Gnxng7ZoZIk3OdU6S0TTY,https://open.spotify.com/track/2Gnxng7ZoZIk3OdU6S0TTY
Masthaana,Vani Jairam|S. P. Balasubrahmanyam,/artist/vani-jayaram|/artist/s-p-balasubrahamanyam,0.0,Tamil,2011-03-07,0.03,0.03,0.154,0.5,-8.547,0.0465,195.098,0,6,0.067,4,37,9167912,0,0,0,Sad,5wtMCKonT1cCs7GgkZthu7,https://open.spotify.com/track/5wtMCKonT1cCs7GgkZthu7
Kodi Kodi Inbam Tharvae,T.R. Mahalingam,/artist/tr-mahalingam,0.0,Tamil,2011-03-09,0.64,0.85,0.338,0.6,-9.596,0.017,132.051,0,3,0.0162,4,52,11076827,0,0,0,Sad,0dt9wevOZDmDCN507ilJxN,https://open.spotify.com/track/0dt9wevOZDmDCN507ilJxN
Devi Koondhalo,Vani Jairam|K J Yesudas,/artist/vani-jayaram|/artist/k-j-yesudas,0.0,Tamil,2011-03-11,0.21,0.14,0.567,0.2,-13.776,0.093,109.962,1,1,0.01,4,90,8235811,0,0,0,Sad,4nykSjayGaUpEE5q64SBGN,https://open.spotify.com/track/4nykSjayGaUpEE5q64SBGN
Valamaana Bhoomiyil,K J Yesudas,/artist/k-j-yesudas,0.0,Tamil,2011-04-02,0.34,0.534,0.103,0.691,-5.083,0.0703,129.018,1,7,0.0095,4,76,4150360,0,0,0,Sad,7zLpYGUXw9Uer0znQYK9ef,https://open.spotify.com/track/7zLpYGUXw9Uer0znQYK9ef
Poonthendrale*,Jaychandran,/artist/jaychandran,0.0,Tamil,2011-04-04,0.13,0.531,0.92,0.179,-6.59,0.028,157.01,1,1,0.0364,4,30,9768398,0,0,0,Energetic,39qNw7hfWrVpVgxbXu1hgR,https://open.spotify.com/track/39qNw7hfWrVpVgxbXu1hgR
Karakattam - music,Shankar Ganesh,/artist/shankar-ganesh,0.0,Tamil,2011-04-05,0.31,0.354,0.1,0.902,-3.849,0.01,150.023,0,6,0.0347,4,88,2582713,0,0,0,Sad,6q1hncxj8Hr0sloAaOXDRE,https://open.spotify.com/track/6q1hncxj8Hr0sloAaOXDRE
Kozhi Muttai,B.S. Sasirekha|S. P. Sailaja,/artist/bs-sasirekha-1|/artist/s-p-sailaja-2,0.0,Tamil,2011-04-06,0.69,0.691,0.036,0.019,-3.066,0.058,140.336,0,8,0.041,4,95,625767,0,0,0,Sad,58kJ1SDi8MFXnRH8ArmrZz,https://open.spotify.com/track/58kJ1SDi8MFXnRH8ArmrZz
Oorayiram Paarvayile,T.M. Soundararajan,/artist/tm-soundararajan,0.0,Tamil,2011-04-12,0.03,0.824,0.438,0.886,-10.934,0.05,125.429,0,5,0.1,4,84,5034860,0,0,0,Sad,5nwx0OTJFr18MQgwWuRhgi,https://open.spotify.com/track/5nwx0OTJFr18MQgwWuRhgi
Nilavai Pugazhum,T.M. Soundararajan,/artist/tm-soundararajan,0.0,Tamil,2011-05-02,0.26,0.375,0.066,0.148,-12.331,0.051,121.766,0,6,0.09,4,93,964036,0,0,0,Sad,57bLjUS6GZ2WbriwqSmLQl,https://open.spotify.com/track/57bLjUS6GZ2WbriwqSmLQl
D,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,0.0,Tamil,2011-05-04,0.73,0.21,0.944,0.396,-4.408,0.053,125.021,1,1,0.0638,4,47,6384966,0,0,0,Energetic,4gvzzmXYIAJUq22C1iwKiz,https://open.spotify.com/track/4gvzzmXYIAJUq22C1iwKiz
Vaana Chudaroliyil,Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,0.0,Tamil,2011-05-06,0.76,0.105,0.719,0.582,-13.44,0.08,107.051,1,10,0.05,4,59,9899922,0,0,0,Happy,1ckCceWlpS7r3j8azT3EWt,https://open.spotify.com/track/1ckCceWlpS7r3j8azT3EWt
Aagaya Poo,Jayachandren,/artist/jayachandren,0.0,Tamil,2011-05-09,0.66,0.035,0.906,0.736,-2.646,0.001,125.003,1,0,0.06,4,45,5353578,0,0,0,Energetic,3uKCQhv4Gi7Wp1KypZaZwl,https://open.spotify.com/track/3uKCQhv4Gi7Wp1KypZaZwl
Fishing,Padmasubrahmanyam|Shyamala Balakrishnan|N. Vasudevan|K.S. Vasudevan|Chorus,/artist/padmasubrahmanyam|/artist/shyamala-balakrishnan|/artist/n-vasudevan-20|/artist/ks-vasudevan-19|/artist/chorus,0.0,Tamil,2011-06-01,0.69,0.58,0.417,0.7,-13.938,0.05,187.974,1,2,0.062,4,79,6353658,0,0,0,Sad,4sufPebgQXDYzA4cTkShU0,https://open.spotify.com/track/4sufPebgQXDYzA4cTkShU0
Oru Mathiriyaa,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,0.0,Tamil,2011-06-04,0.39,0.39,0.11,0.9,-11.973,0.05,185.744,0,0,0.013,4,87,1268329,0,0,0,Sad,5kj9WlXsUJwngTwQqz6Ht6,https://open.spotify.com/track/5kj9WlXsUJwngTwQqz6Ht6
Romba Naalaga,S. P. Balasubrahmanyam|Vani Jairam,/artist/s-p-balasubrahamanyam|/artist/vani-jayaram,0.0,Tamil,2011-06-05,0.64,0.8,0.707,0.922,-13.951,0.08,104.991,1,2,0.05,4,50,9070618,0,0,0,Happy,2GCCwDzcTzvX2KbVjcT825,https://open.spotify.com/track/2GCCwDzcTzvX2KbVjcT825
Maamma Kaiyappidi,S. P. Sailaja,/artist/s-p-sailaja-2,0.0,Tamil,2011-06-07,0.49,0.717,0.394,0.103,-2.749,0.01,183.904,0,7,0.0917,4,93,4902834,0,0,0,Sad,66dzonYqWRYnkJLcZOaT5Q,https://open.spotify.com/track/66dzonYqWRYnkJLcZOaT5Q
Kannedhirae Thondrinaal,T.M. Soundararajan,/artist/tm-soundararajan,0.0,Tamil,2011-07-01,0.33,0.733,0.663,0.352,-4.493,0.0217,125.873,0,11,0.0887,4,53,421099,0,0,0,Energetic,6jGE3n1pUxTMJ5Nw5DHaN4,https://open.spotify.com/track/6jGE3n1pUxTMJ5Nw5DHaN4
Aasai Irukku Nenjil,L.R. Eswari|T.M. Soundararajan,/artist/lr-eswari-2|/artist/tm-soundararajan,0.0,Tamil,2011-07-01,0.67,0.504,0.028,0.696,-10.353,0.06,170.544,1,4,0.04,4,75,4042017,0,0,0,Sad,0MT2x7ea9HYEnpVuSioMHv,https://open.spotify.com/track/0MT2x7ea9HYEnpVuSioMHv
Ninaiththen Vanthai,P Suhseela|T M S Selvakumar,/artist/p-suhseela|/artist/t-m-s-selvakumar,0.0,Tamil,2011-07-03,0.71,0.37,0.946,0.8,-4.269,0.05,131.932,1,1,0.013,4,28,10145063,0,0,0,Energetic,7EMZSshbiiPkhR12fwOt0C,https://open.spotify.com/track/7EMZSshbiiPkhR12fwOt0C
Pennendru Sollava,P. Susheela,/artist/p-suseela-2,0.0,Tamil,2011-07-06,0.81,0.57,0.246,0.8,-10.78,0.055,180.985,0,9,0.025,4,27,5979458,0,0,0,Sad,25U56fs7jebnsgbUNyPvVf,https://open.spotify.com/track/25U56fs7jebnsgbUNyPvVf
Chinnakkanne,P. Susheela,/artist/p-suseela-2,0.0,Tamil,2011-07-08,0.1,0.36,0.797,0.42,-2.204,0.04,119.991,1,0,0.05,4,37,7105712,0,0,0,Sad,0j3BZR6HdFqNTUf6oNlZDh,https://open.spotify.com/track/0j3BZR6HdFqNTUf6oNlZDh
Vellikkinamthaan,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,0.0,Tamil,2011-07-11,0.82,0.24,0.511,0.6,-8.121,0.026,108.229,0,8,0.021,4,25,207285,0,0,0,Sad,2ZUHFsMf0QCRnuUEDx2ozW,https://open.spotify.com/track/2ZUHFsMf0QCRnuUEDx2ozW
Aathangarai,S. Janaki|P. Jayachandran,/artist/s-janaki|/artist/p-jayachandran-1,0.0,Tamil,2011-07-12,0.39,0.391,0.433,0.177,-7.951,0.08,130.023,0,11,0.04,4,31,10806988,0,0,0,Sad,27QdFjLDoE20EDlZAxLSMU,https://open.spotify.com/track/27QdFjLDoE20EDlZAxLSMU
Ennodu Padungal,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Tamil,2011-08-02,0.53,0.16,0.195,0.9,-4.241,0.0209,191.222,1,7,0.066,4,91,11342919,0,0,0,Sad,2SGTV8LSkRqXQDKnSkILtf,https://open.spotify.com/track/2SGTV8LSkRqXQDKnSkILtf
Unnidam Mayangugiren,K J Yesudas,/artist/k-j-yesudas,0.0,Tamil,2011-08-04,0.07,0.108,0.72,0.957,-6.583,0.03,148.06,1,11,0.0323,4,44,8543949,0,0,0,Energetic,51lguGHW3TVoK1qdwCp35h,https://open.spotify.com/track/51lguGHW3TVoK1qdwCp35h
Kumbakonam,P. Susheela,/artist/p-suseela-2,0.0,Tamil,2011-08-05,0.72,0.03,0.935,1.0,-13.27,0.1,192.272,0,8,0.0976,4,42,7139312,0,0,0,Happy,4GCL7ek0sSyfS1uCDkJVHG,https://open.spotify.com/track/4GCL7ek0sSyfS1uCDkJVHG
"Vilakkethu,Vilakkethu",Malaysia Vasudevan,/artist/malaysia-vasudevan,0.0,Tamil,2011-08-06,0.93,0.494,0.479,0.79,-11.589,0.016,122.98,0,0,0.04,4,74,3692728,0,0,0,Sad,5VcUjqi6QKaR6nDAGFgV3W,https://open.spotify.com/track/5VcUjqi6QKaR6nDAGFgV3W
Meghangale,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,0.0,Tamil,2011-08-07,0.16,0.91,0.745,0.6,-5.311,0.0461,200.006,0,0,0.0608,4,48,5752996,0,0,0,Energetic,3I0FxqIbmBkqJg1RquII50,https://open.spotify.com/track/3I0FxqIbmBkqJg1RquII50
