song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,instrumentalness,liveliness,valence,predicted_mood
Khullam Khulla Pyar Karoongi,Nahid Akhtar,/artist/nahid-akhtar,0.0,Urdu,2005-09-05,0.93,0.31,0.2,0.52,-2.011,0.07,160.103,1,8,0.0912,4,62,6608034,0,0,0,Sad
Teri Meh Se,Mehnaz,/artist/mehnaz,0.0,Urdu,2005-09-09,0.39,0.29,0.1,0.05,-8.371,0.068,183.529,0,10,0.0126,4,46,10964418,0,0,0,Sad
Pyar Karna Sikhado,Ismail Azad Qawwal,/artist/ismail-azad-qawwal,0.0,Urdu,2005-09-09,0.17,0.17,0.9,0.14,-4.455,0.048,121.709,1,1,0.07,4,61,6868504,0,0,0,Energetic
Bacha Ke Dharkane,Ghulam Ali,/artist/ghulam-ali,0.0,Urdu,2005-09-10,0.13,0.025,0.71,0.197,-11.049,0.08,209.958,1,6,0.1,4,75,9769837,0,0,0,Happy
Yeh Sooraten Elahi,Abida Parveen,/artist/abida-parveen,0.0,Urdu,2005-09-11,0.2,0.33,0.64,0.34,-13.952,0.03,139.955,0,9,0.027,4,77,4431205,0,0,0,Sad
"Saturday Night (from ""Takkaraoo"")",Nahid Akhtar,/artist/nahid-akhtar,0.0,Urdu,2005-09-12,0.43,0.671,0.923,0.071,-8.417,0.0062,112.058,1,6,0.01,4,82,2483035,0,0,0,Happy
Bhoolne Wale Se,Munni Begum,/artist/munni-begum,0.0,Urdu,2005-10-01,0.26,0.25,0.6,0.92,-7.408,0.099,208.348,1,8,0.0,4,74,7395631,0,0,0,Sad
Sajan Lago Toori (Live),Farida Khanum,/artist/farida-khanum,0.0,Urdu,2005-10-01,0.87,0.728,0.61,0.366,-3.282,0.04,179.888,0,3,0.0361,4,75,2191175,0,0,0,Energetic
Chalen Haq Haq Kahke Muslim,Mubarak Begum,/artist/mubarak-begum,0.0,Urdu,2005-10-01,0.45,0.12,0.1,0.6,-7.374,0.04,126.989,1,7,0.0275,4,90,6163994,0,0,0,Sad
Nat Behag,Ustad Asad Ali Khan,/artist/ustad-asad-ali-khan,0.0,Urdu,2005-10-03,0.95,0.246,0.54,0.775,-12.581,0.04,128.07,1,0,0.0796,4,67,514931,0,0,0,Happy
Hameer - Ek Taala,Ustad Salamat Ali Khan,/artist/ustad-salamat-ali-khan,0.0,Urdu,2005-10-04,0.02,0.795,0.216,0.241,-13.995,0.07,140.008,1,1,0.0179,4,77,10356025,0,0,0,Sad
Dil Mein Ramzan,Shabbir Kumar,/artist/shabbir-kumar,0.0,Urdu,2005-10-08,0.32,0.4,0.3,0.81,-5.781,0.0327,170.118,1,1,0.088,4,69,6014070,0,0,0,Sad
La Pila De Saqiya,Munni Begum,/artist/munni-begum,0.0,Urdu,2005-10-09,0.13,0.395,0.46,0.387,-12.856,0.043,160.008,1,0,0.0936,4,92,10619500,0,0,0,Sad
Na Kahin Se Door,Fareeda Syed,/artist/fareeda-syed,0.0,Urdu,2005-10-09,0.5,0.21,0.64,0.57,-12.401,0.03,140.874,1,1,0.0212,4,49,8658304,0,0,0,Sad
Zehra Ke Bhare Ghar,Master Abdul Wahid,/artist/master-abdul-wahid,0.0,Urdu,2005-10-10,0.85,0.07,0.8,0.24,-4.299,0.0813,139.08,0,2,0.02,4,50,4041648,0,0,0,Energetic
Bilawal Bahar On Sarangi,Ustad Bundo Khan,/artist/ustad-bundo-khan,0.0,Urdu,2005-10-11,0.71,0.143,0.894,0.687,-4.755,0.007,139.939,0,6,0.051,4,55,3966807,0,0,0,Happy
Mitwa Piya Maine Kya Kiya,Manna Dey,/artist/manna-dey,0.0,Urdu,2005-10-12,0.82,0.31,0.2,0.42,-13.647,0.0258,152.034,1,11,0.008,4,95,847673,0,0,0,Sad
Phir Kuch Ek Dil Ko Beqarari Hai,Jagjit Singh,/artist/jagjeet-singh-1,0.0,Urdu,2005-11-03,0.36,0.0299,0.647,0.119,-5.447,0.334,89.029,0,9,0.638,4,92,1115664,0,0,0,Sad
"Mera Maal Mujhe Lautade (From ""Hum Sey Hai Zamana"")",Anwar Rafi|Tehsin Javed,/artist/anwar-rafi|/artist/tehsin-javed,0.0,Urdu,2005-11-05,0.14,0.644,0.888,0.963,-8.853,0.0527,140.162,1,9,0.024,4,36,3521248,0,0,0,Energetic
Teer Par Teer Chalao,Zubaida Khanum,/artist/zubaida-khanum,0.0,Urdu,2005-11-06,0.4,0.268,0.84,0.581,-5.609,0.059,152.838,1,6,0.0576,4,53,2314343,0,0,0,Energetic
Karnan Na Pyar,Mansoor Ali Malangi,/artist/mansoor-ali-malangi,0.0,Urdu,2005-11-06,0.86,0.67,0.3,0.35,-10.783,0.069,150.003,0,8,0.0242,4,94,7362335,0,0,0,Sad
Zindagi Kee Kiya Karen Ab Arzoo,Mehdi Hassan,/artist/mehdi-hassan,0.0,Urdu,2005-11-09,0.22,0.84,0.3,0.8,-11.37,0.0866,113.314,1,1,0.072,4,65,9813552,0,0,0,Sad
Maze Jahan Ke,Amanat Ali Khan,/artist/amanat-ali-khan,0.0,Urdu,2005-11-09,0.41,0.852,0.579,0.104,-4.386,0.07,138.009,1,10,0.01,4,73,2432576,0,0,0,Sad
Woh Din,Ali Haider,/artist/ali-haider,0.0,Urdu,2005-11-10,0.09,0.472,0.891,0.832,-3.935,0.07,160.037,0,3,0.0976,4,34,740631,0,0,0,Energetic
Kyon Chhoda Tumne Saath,Asha Bhosle,/artist/asha-bhosle-1,0.0,Urdu,2005-11-12,0.53,0.91,0.0,0.23,-13.122,0.0584,113.996,1,1,0.083,4,83,10129727,0,0,0,Sad
Sindhi Bhairvi - Keherwa,Ustad Salamat Ali Khan,/artist/ustad-salamat-ali-khan,0.0,Urdu,2005-11-12,0.98,0.24,0.084,0.864,-12.521,0.0748,213.164,0,4,0.011,4,30,3236012,0,0,0,Sad
Muskurata Zakhm,Ghulam Ali,/artist/ghulam-ali,0.0,Urdu,2005-12-01,0.19,0.11,0.1,0.02,-8.503,0.0244,125.996,0,4,0.061,4,73,8635523,0,0,0,Sad
Dekhkar Dair-O-Kaaba Ki Rangenyan,Munni Begum,/artist/munni-begum,0.0,Urdu,2005-12-02,0.5,0.75,0.6,0.48,-8.49,0.0877,119.992,1,0,0.02,4,36,10890889,0,0,0,Sad
Yun Saja Chand,Farida Khanum,/artist/farida-khanum,0.0,Urdu,2005-12-02,0.19,0.66,0.1,0.6,-9.556,0.094,115.007,1,8,0.1,4,54,5724759,0,0,0,Sad
Misher Khamaj On Sarangi,Ustad Ghulam Mohd Khan,/artist/ustad-ghulam-mohd-khan,0.0,Urdu,2005-12-03,0.42,0.27,0.81,0.62,-2.384,0.01,128.046,1,7,0.02,4,61,8188802,0,0,0,Energetic
Raag Darbari On Sarangi,Usatad Hamid Hussain|Zahid Hussain,/artist/usatad-hamid-hussain|/artist/zahid-hussain,0.0,Urdu,2005-12-03,0.05,0.16,0.5,0.69,-2.433,0.0594,219.994,1,1,0.093,4,41,8375055,0,0,0,Sad
Marhaba Hashmi Sardar Ke Aage Peechhe,Ismail Azad Qawwal|Party,/artist/ismail-azad-qawwal|/artist/party,0.0,Urdu,2005-12-05,0.74,0.73,0.472,0.436,-12.7,0.001,135.056,1,8,0.02,4,99,5585949,0,0,0,Sad
Her Kali Dil Ki,Mohammad Saeed|Others,/artist/mohammad-saeed|/artist/others,0.0,Urdu,2005-12-05,0.19,0.202,0.911,0.327,-11.818,0.08,160.099,1,2,0.078,4,78,269569,0,0,0,Happy
Woh Harf-E-Raaz Ke Mujhko,Mehdi Hassan,/artist/mehdi-hassan,0.0,Urdu,2005-12-06,0.01,0.68,0.8,0.16,-6.814,0.01,119.963,1,7,0.0,4,63,10055292,0,0,0,Sad
Maikhawar Paimane Mangde,Nusrat Fateh Ali Khan,/artist/nusrat-fateh-ali-khan,0.0,Urdu,2005-12-10,0.46,0.292,0.152,0.38,-8.285,0.02,138.017,1,8,0.01,4,53,9435296,0,0,0,Sad
Eik Jungle Mein,Lubna Nadeem|Shaheen Ansari,/artist/lubna-nadeem|/artist/shaheen-ansari,0.0,Urdu,2005-12-10,0.53,0.51,0.6,0.41,-4.651,0.07,130.036,0,6,0.055,4,86,2914667,0,0,0,Happy
Mili Ho Roohen To Rasmon Ki Bandishen Kya Hain,Vinod Sehgal,/artist/vinod-sehgal,0.0,Urdu,2005-12-11,0.29,0.222,0.144,0.942,-11.07,0.028,140.012,1,1,0.06,4,56,7054702,0,0,0,Sad
Niyat-e-Shauq Bhar,Noor Jehan,/artist/noor-jehan,0.0,Urdu,2006-01-01,0.72,0.19,0.0,0.89,-4.215,0.08,119.973,1,4,0.002,4,85,9222174,0,0,0,Sad
Mere Hote Huwe,Nahid Akhtar,/artist/nahid-akhtar,0.0,Urdu,2006-01-03,0.81,0.989,0.338,0.884,-9.052,0.069,196.036,1,10,0.05,4,64,1041249,0,0,0,Sad
Sham Ke Pache-O-Khum,Faiz,/artist/faiz,0.0,Urdu,2006-01-03,0.21,0.723,0.635,0.192,-8.028,0.07,175.96,1,11,0.008,4,38,6921908,0,0,0,Sad
Jagat Guru Khwaja,Aziz Naazan,/artist/aziz-naazan,0.0,Urdu,2006-01-03,0.45,0.485,0.801,0.684,-2.843,0.053,159.948,1,5,0.084,4,73,2271683,0,0,0,Energetic
Naam-e-Muhammad,Khursheed Ahmed,/artist/khursheed-ahmed,0.0,Urdu,2006-01-03,0.57,0.526,0.48,0.346,-5.513,0.01,190.014,0,8,0.1,4,90,6251427,0,0,0,Sad
Mere Ghaus Piya Sarkar,Sabri Brothers,/artist/sabri-brothers,0.0,Urdu,2006-01-04,0.53,0.68,0.294,0.171,-6.434,0.008,129.994,1,9,0.022,4,94,8835783,0,0,0,Sad
Hazaron Durood Hazaron,Khursheed Ahmed,/artist/khursheed-ahmed,0.0,Urdu,2006-01-05,0.6,0.56,0.3,0.85,-7.727,0.017,134.038,0,0,0.09,4,99,10766621,0,0,0,Sad
Sawan Ki Rimjhim Mein - Geet,Manna Dey,/artist/manna-dey,0.0,Urdu,2006-01-06,0.7,0.816,0.03,0.32,-5.901,0.099,129.971,1,6,0.09,4,44,10296374,0,0,0,Sad
Ik Allah Kolon Mein Dardi,Abida Parveen,/artist/abida-parveen,0.0,Urdu,2006-01-07,0.9,0.3,0.6,0.43,-10.405,0.05,150.039,1,1,0.0432,4,84,1796347,0,0,0,Happy
Chhoot Sakte Hi Nahin (Live),Munni Begum,/artist/munni-begum,0.0,Urdu,2006-01-07,0.87,0.42,1.0,0.89,-2.785,0.06,216.134,1,5,0.04,4,68,7388495,0,0,0,Energetic
Arman Hai Bahak,Munni Begum,/artist/munni-begum,0.0,Urdu,2006-01-07,0.65,0.446,0.5,0.924,-3.429,0.08,160.021,1,1,0.0885,4,95,7240355,0,0,0,Sad
Main Nashe Mein Hoon,C.H. Atma,/artist/ch-atma-41,0.0,Urdu,2006-01-09,0.58,0.23,0.8,0.63,-4.613,0.089,130.015,1,2,0.018,4,49,4058307,0,0,0,Energetic
Kuch Din To Baso Meri Aankhon,Bilqees Khanum,/artist/bilqees-khanum,0.0,Urdu,2006-01-11,0.02,0.63,0.9,0.742,-7.175,0.048,139.927,0,5,0.06,4,41,2062872,0,0,0,Energetic
Ek Bar Hi Ji Bhar,Noor Jehan,/artist/noor-jehan,0.0,Urdu,2006-01-11,0.03,0.35,0.3,0.56,-7.708,0.0712,212.034,1,8,0.04,4,46,2698579,0,0,0,Sad
Sehar Ho Rahi Hai,Mehdi Hassan,/artist/mehdi-hassan,0.0,Urdu,2006-01-11,0.21,0.28,0.8,0.33,-5.006,0.0166,135.157,1,10,0.06,4,64,6322428,0,0,0,Energetic
Kya Samaan Hai,Sajjad Ali,/artist/sajjad-ali,0.0,Urdu,2006-01-12,0.89,0.66,0.6,0.25,-11.032,0.054,176.292,1,5,0.06,4,52,2658000,0,0,0,Happy
Chupke Chupke,Najam Sheraz,/artist/najam-sheraz,0.0,Urdu,2006-01-12,0.43,0.898,0.449,0.773,-11.395,0.03,200.042,0,9,0.03,4,57,7213004,0,0,0,Sad
Aaj Yeh Kaun Sa,Ustad Hamid Ali Khan,/artist/ustad-hamid-ali-khan,0.0,Urdu,2006-02-02,0.48,0.81,0.044,0.291,-5.351,0.042,219.948,0,8,0.057,4,87,1950221,0,0,0,Sad
Jate Kahan Hain Aap,Munni Begum,/artist/munni-begum,0.0,Urdu,2006-02-07,0.38,0.943,0.48,0.178,-6.706,0.08,112.569,1,2,0.041,4,35,535574,0,0,0,Sad
Sunder Komal Sapnon Ki,tahira syed,/artist/tahira-syed,0.0,Urdu,2006-02-08,0.73,0.849,0.998,0.805,-13.702,0.04,114.942,1,8,0.0948,4,28,1193718,0,0,0,Happy
Abhi To Bus Dhuan Dekha Gaya Hai,Dilraj Kaur|Chorus,/artist/dilraj-kaur|/artist/chorus,0.0,Urdu,2006-02-11,0.59,0.487,0.461,0.814,-4.309,0.0692,124.032,1,1,0.08,4,32,7421187,0,0,0,Sad
Yeh Shaam Aur Tera Naam,Alamgir Khan,/artist/alamgir-khan,0.0,Urdu,2006-02-12,0.29,0.04,0.4,0.76,-13.512,0.04,124.074,0,5,0.079,4,93,8967756,0,0,0,Sad
Apne Beete Hue Lamhon Ko Pukaren Phir Se,Indrani Rizvi|Raj Kumar Rizvi,/artist/indrani-rizvi|/artist/raj-kumar-rizvi,0.0,Urdu,2006-02-12,0.5,0.85,0.9,0.7,-4.267,0.06,172.018,1,1,0.0328,4,98,6173611,0,0,0,Energetic
Aaj Milkar Bhi,Nusrat Fateh Ali Khan,/artist/nusrat-fateh-ali-khan,0.0,Urdu,2006-03-03,0.85,0.756,0.832,0.889,-3.305,0.0938,113.007,0,6,0.07,4,63,1513931,0,0,0,Happy
Are Maigusaro Savere Savere,Malika Pukhraj,/artist/malika-pukhraj,0.0,Urdu,2006-03-03,0.37,0.814,0.335,0.183,-4.051,0.0139,187.302,1,1,0.07,4,88,6349755,0,0,0,Sad
Mere Dil Ke Arman,Mehdi Hassan,/artist/mehdi-hassan,0.0,Urdu,2006-03-04,0.74,0.97,0.0,0.71,-8.031,0.1,186.038,1,1,0.026,4,47,5826688,0,0,0,Sad
Main Karun Sana Ahmed,Samina Ashfaq,/artist/samina-ashfaq,0.0,Urdu,2006-03-05,0.95,0.685,0.583,0.987,-5.758,0.02,199.986,0,8,0.053,4,93,4180329,0,0,0,Happy
Tooti Hai Neend Meri,Runa Laila,/artist/runa-laila,0.0,Urdu,2006-03-06,0.46,0.86,0.1,0.67,-12.186,0.048,130.826,1,1,0.06,4,26,303794,0,0,0,Sad
Kab Tak Dil Ki Khair,Iqbal Bano,/artist/iqbal-bano,0.0,Urdu,2006-03-06,0.9,0.9,0.52,0.25,-6.206,0.1,128.017,0,7,0.0364,4,98,1159302,0,0,0,Happy
Mujhse Parda Hai To Phir,Bhupinder Singh,/artist/bhupinder-singh,0.0,Urdu,2006-03-06,0.16,0.405,0.182,0.403,-7.645,0.03,159.939,0,5,0.0,4,44,359459,0,0,0,Sad
Sahba I Gharaz Thi Shola,Begum Akhtar,/artist/begum-akhtar,0.0,Urdu,2006-03-07,0.75,0.997,0.778,0.655,-9.384,0.044,178.043,0,10,0.006,4,49,6145838,0,0,0,Happy
Main To Na Boli Mere,Nahid Akhtar,/artist/nahid-akhtar,0.0,Urdu,2006-03-09,0.37,0.71,1.0,0.69,-8.536,0.091,140.162,0,7,0.1,4,81,5388041,0,0,0,Happy
Kafi Baba Buhle Shah Buhlia Ki Jana Main,Mehdi Hassan,/artist/mehdi-hassan,0.0,Urdu,2006-03-10,0.91,0.43,0.3,0.59,-2.646,0.0424,179.978,1,4,0.086,4,46,5748458,0,0,0,Sad
Yeh Mausam-E-Gul,Iqbal Bano,/artist/iqbal-bano,0.0,Urdu,2006-03-10,0.01,0.008,0.8,0.423,-10.55,0.0517,126.005,0,0,0.091,4,31,9076896,0,0,0,Happy
Sukhan Ki Daad Khuda Se,Muzaffar Warisi,/artist/muzaffar-warisi,0.0,Urdu,2006-03-12,0.03,0.089,0.59,0.984,-9.247,0.032,130.015,0,11,0.007,4,87,4703727,0,0,0,Happy
Insha Jee Utho Ab,Ustad Amanat Ali khan,/artist/ustad-amanat-ali-khan,0.0,Urdu,2006-04-01,1.0,0.25,1.0,0.72,-6.921,0.05,117.717,1,1,0.08,4,99,10979509,0,0,0,Happy
Bheempalasi,Ustad Fateh Ali Khan,/artist/ustad-fateh-ali-khan,0.0,Urdu,2006-04-02,0.06,0.287,0.305,0.152,-12.564,0.037,144.998,1,9,0.091,4,94,1574909,0,0,0,Sad
Gori Jae Des Paraye,Nurjahan Begum Jaipuri|Shaheda Bano Jaipuri|Chorus,/artist/nurjahan-begum-jaipuri|/artist/shaheda-bano-jaipuri|/artist/chorus,0.0,Urdu,2006-04-03,0.5,0.07,0.3,0.75,-12.313,0.09,220.022,1,1,0.0918,4,87,6352992,0,0,0,Sad
Jiara Jalaye,Ghulam Ali,/artist/ghulam-ali,0.0,Urdu,2006-04-05,0.44,0.46,0.6,0.26,-11.912,0.01,217.128,1,4,0.07,4,60,540287,0,0,0,Sad
Kisie Aur Gham Mein (Ghazal),Asad Amanat Ali Khan|Hamid Ali Khan,/artist/asad-amanat-ali-khan|/artist/hamid-ali-khan,0.0,Urdu,2006-04-05,0.43,0.66,0.5,0.77,-5.956,0.064,125.406,1,0,0.057,4,71,2525936,0,0,0,Sad
Sirf Ishq-o-Tabassum,Nahid Akhtar,/artist/nahid-akhtar,0.0,Urdu,2006-04-05,0.21,0.799,0.165,0.255,-11.34,0.0996,218.87,1,2,0.028,4,60,909272,0,0,0,Sad
Salam Shama Mursil,Ali Raza Surani,/artist/ali-raza-surani,0.0,Urdu,2006-04-06,0.2,0.949,0.98,0.976,-13.135,0.0366,159.979,0,6,0.0,4,48,8557080,0,0,0,Energetic
Main Tere Sang Kaise,Noor Jehan,/artist/noor-jehan,0.0,Urdu,2006-04-07,0.24,0.45,0.038,0.479,-5.973,0.1,158.043,1,8,0.02,4,87,6032605,0,0,0,Sad
Abhi Se Kaise Kahun,Rekha Bhardwaj,/artist/rekha-bhardwaj,0.0,Urdu,2006-04-07,0.81,0.707,0.214,0.421,-2.699,0.032,165.196,1,0,0.0698,4,49,8223672,0,0,0,Sad
Santur,Instrumental,/artist/instrumental-2,0.0,Urdu,2006-04-09,0.93,0.431,0.126,0.401,-2.705,0.074,133.031,1,2,0.011,4,37,3441534,0,0,0,Sad
"Phir Chale Jaana (from ""Accident"")",Mehdi Hassan,/artist/mehdi-hassan,0.0,Urdu,2006-04-10,0.94,0.98,0.2,0.04,-7.719,0.0776,212.022,1,1,0.0479,4,43,1170625,0,0,0,Sad
Raag Pahari On Flute,Sadiq Ali,/artist/sadiq-ali,0.0,Urdu,2006-04-12,0.24,0.547,0.761,0.201,-8.154,0.0508,190.056,0,5,0.05,4,70,1612718,0,0,0,Happy
Bas Ke Dusavar Hain Har Kaam Ka Aasaan Hona,Jagjit Singh,/artist/jagjeet-singh-1,0.0,Urdu,2006-05-02,0.24,0.342,0.731,0.311,-5.338,0.0557,173.93,1,8,0.662,4,32,5406549,0,0,0,Energetic
Allah Ho Baki Min Kulle Phani,Hanif Agrewala,/artist/hanif-agrewala,0.0,Urdu,2006-05-04,0.63,0.97,0.1,0.21,-4.537,0.0541,155.935,1,4,0.1,4,57,10462377,0,0,0,Sad
Chhup Chhup Ke Rahen,Seema Siddiqi,/artist/seema-siddiqi,0.0,Urdu,2006-05-07,0.58,0.1,0.5,0.36,-11.09,0.08,119.939,1,7,0.059,4,91,4719056,0,0,0,Happy
Ham Khasta Tanon Se,Faiz,/artist/faiz,0.0,Urdu,2006-05-08,0.77,0.943,0.873,0.825,-10.815,0.09,142.788,1,2,0.0013,4,45,7658601,0,0,0,Happy
Tere Naam Se Nata,Musarrat Nazir,/artist/musarrat-nazir,0.0,Urdu,2006-05-08,0.52,0.435,0.793,0.235,-5.048,0.0535,120.099,1,6,0.083,4,42,282198,0,0,0,Happy
Ramkali,Ustad Ghulam Hussain Shaggan,/artist/ustad-ghulam-hussain-shaggan,0.0,Urdu,2006-05-10,0.85,0.62,0.0,0.18,-10.902,0.08,140.027,0,6,0.063,4,36,5813505,0,0,0,Sad
Zindagi Majboor Hai,Noor Jehan,/artist/noor-jehan,0.0,Urdu,2006-06-01,0.53,0.52,0.934,0.497,-2.262,0.025,179.957,0,1,0.059,4,31,6510501,0,0,0,Energetic
Woh Sar Khole Hamari Lash,M. Kaleem,/artist/m-kaleem-1,0.0,Urdu,2006-06-02,0.2,0.084,0.241,0.794,-3.869,0.08,144.93,0,3,0.04,4,49,5890556,0,0,0,Sad
Jindegi Me Ujala Hoto Id Ka,Begum Mehtab Taji,/artist/begum-mehtab-taji,0.0,Urdu,2006-06-03,0.13,0.627,0.193,0.82,-5.146,0.008,166.014,1,8,0.073,4,87,8172075,0,0,0,Sad
Zindagi Se Badi Saza Hi Nahi,Jagjit Singh,/artist/jagjeet-singh-1,0.0,Urdu,2006-06-04,0.65,0.515,0.84,0.145,-4.022,0.107,96.012,1,8,0.192,4,90,4370996,0,0,0,Happy
Raag Rageshri Part 2 (Live).,Ajoy Chakrwarti,/artist/ajoy-chakrwarti,0.0,Urdu,2006-06-05,0.35,0.059,0.137,0.648,-12.572,0.05,140.008,1,1,0.026,4,53,2690478,0,0,0,Sad
Husn Se Ruswa,Munni Begum,/artist/munni-begum,0.0,Urdu,2006-06-05,0.04,0.96,0.7,0.3,-11.119,0.08,139.966,1,2,0.093,4,94,4343962,0,0,0,Happy
Mai Pila Kar Aap Ka Kya Jayega,Jagjit Singh,/artist/jagjeet-singh-1,0.0,Urdu,2006-06-07,0.73,0.07,0.3,0.58,-4.038,0.06,212.022,0,0,0.04,4,60,4404600,0,0,0,Sad
Mora Aar Janame Hangsamithun Chhilam,Feroza Begum,/artist/feroza-begum,0.0,Urdu,2006-06-08,0.46,0.17,0.5,0.4,-6.383,0.0994,130.037,0,11,0.015,4,46,10076749,0,0,0,Sad
"Nabi Nabi Ya Nabi Nabi, Pt. 1",Aziz Miyan Qawwal,/artist/aziz-miyan-qawwal,0.0,Urdu,2006-06-09,0.87,0.275,0.858,0.143,-7.784,0.0975,114.997,1,2,0.022,4,98,549406,0,0,0,Happy
Hamare Sath Jise Maut Se Ho Pyar Chale,Kanwal Sindhu,/artist/kanwal-sindhu,0.0,Urdu,2006-07-01,0.83,1.0,0.6,0.2,-9.485,0.067,149.923,0,9,0.05,4,58,11060924,0,0,0,Happy
Kya Bataon,Asif Javed,/artist/asif-javed,0.0,Urdu,2006-07-01,0.51,0.99,1.0,0.49,-2.4,0.0,214.126,0,9,0.0412,4,33,3586460,0,0,0,Energetic
Zakham-E-Ahsaas Agar Ham Bhi,Gul Bahar Bano,/artist/gul-bahar-bano,0.0,Urdu,2006-07-04,0.48,0.18,0.6,0.17,-7.769,0.1,168.938,0,10,0.006,4,30,10565232,0,0,0,Sad
Neend Khawabi,Musarrat Nazir,/artist/musarrat-nazir,0.0,Urdu,2006-07-04,0.04,0.6,0.7,0.12,-7.674,0.0146,159.969,0,3,0.0493,4,94,9777461,0,0,0,Happy
Jisne Diya Tan Ko,Master Habib Nizami Qawwal,/artist/master-habib-nizami-qawwal,0.0,Urdu,2006-07-05,0.7,0.12,0.484,0.657,-11.847,0.049,169.144,1,8,0.0107,4,65,4969461,0,0,0,Sad
Aaye Hain Samjhane Log,Chitra Singh|Jagjit Singh,/artist/chitra-singh|/artist/jagjeet-singh-1,0.0,Urdu,2006-07-05,0.94,0.432,0.612,0.0955,-5.534,0.0392,85.959,0,6,0.241,4,49,2680378,0,0,0,Sad
Jhoom Ke Jab Bhi Aa Jata Hai,Vinod Sehgal,/artist/vinod-sehgal,0.0,Urdu,2006-07-07,0.79,0.93,0.2,0.33,-8.495,0.003,140.108,1,5,0.094,4,53,2746668,0,0,0,Sad
"Suratu 'r-Rahman (the Chapter of the All-Merciful, Qoran Ch. LV)",Unspecified,/artist/unspecified,0.0,Urdu,2006-07-08,0.71,0.402,0.859,0.965,-12.483,0.0352,121.518,0,8,0.01,4,49,7170117,0,0,0,Happy
Kahte Raho Ya Khwaja Khwaja,Mohd Shafi Niyazi,/artist/mohd-shafi-niyazi,0.0,Urdu,2006-07-08,0.63,0.85,0.1,0.57,-2.393,0.012,160.207,1,2,0.097,4,85,3408835,0,0,0,Sad
Ek Khwab Ki Tabeer Ka,tahira syed|Habib Wali Muhammad,/artist/tahira-syed|/artist/habib-wali-muhammad,0.0,Urdu,2006-07-09,0.18,0.72,0.46,0.24,-4.964,0.0391,119.988,0,0,0.03,4,74,771220,0,0,0,Sad
Himmat-E-Ilteeja Nahin,Ali Bux Zahoor,/artist/ali-bux-zahoor,0.0,Urdu,2006-07-10,0.98,0.896,0.302,0.622,-9.331,0.074,130.021,0,8,0.0528,4,28,1213251,0,0,0,Sad
Pardesi Kab Aao,Musarrat Nazir,/artist/musarrat-nazir,0.0,Urdu,2006-07-10,0.16,0.33,0.1,0.62,-6.19,0.04,137.986,0,0,0.013,4,50,1001728,0,0,0,Sad
Ham Yeh Samajh Kar Aaye,Asad Amanat Ali Khan,/artist/asad-amanat-ali-khan,0.0,Urdu,2006-08-01,0.88,0.023,0.546,0.946,-9.209,0.006,115.053,0,1,0.08,4,43,8859548,0,0,0,Sad
Do Pal Ka Jeevan,Vital Signs,/artist/vital-signs,0.0,Urdu,2006-08-01,0.67,0.43,0.1,0.35,-11.583,0.0008,155.952,0,6,0.013,4,62,10911936,0,0,0,Sad
Ae Husn Be Parwah (Live),Ghulam Ali,/artist/ghulam-ali,0.0,Urdu,2006-08-01,0.34,0.66,0.1,0.73,-6.177,0.0497,169.97,0,11,0.003,4,32,4172995,0,0,0,Sad
Mera Dulha Kamal Ka Hai Phool,Nurjahan Begum Jaipuri|Shaheda Bano Jaipuri|Chorus,/artist/nurjahan-begum-jaipuri|/artist/shaheda-bano-jaipuri|/artist/chorus,0.0,Urdu,2006-08-01,0.95,0.155,0.983,0.956,-11.438,0.028,129.027,0,0,0.03,4,83,3232912,0,0,0,Happy
Bheegi Bheegi Raat Mein,Mehdi Hassan,/artist/mehdi-hassan,0.0,Urdu,2006-08-03,0.06,0.108,0.525,0.877,-12.882,0.0084,116.014,1,0,0.02,4,74,6612488,0,0,0,Sad
Abhogi - Jhaptaal,Ustad Salamat Ali Khan,/artist/ustad-salamat-ali-khan,0.0,Urdu,2006-08-03,0.69,0.25,0.5,0.92,-10.735,0.0905,149.944,1,2,0.0876,4,96,2989242,0,0,0,Happy
Pyar Ki Sharab Nigahon Se Pila,Mehnaz,/artist/mehnaz,0.0,Urdu,2006-08-03,0.75,0.19,0.1,0.97,-8.184,0.04,117.993,0,4,0.06,4,70,11199189,0,0,0,Sad
Bilas Khani Todi,Akhtar Ali|Zakir Ali Khan,/artist/akhtar-ali|/artist/zakir-ali-khan,0.0,Urdu,2006-08-06,0.18,0.84,0.5,0.44,-8.909,0.0683,140.016,1,1,0.05,4,36,2036342,0,0,0,Sad
Chalo Raat Ho Gayee,Mehnaz,/artist/mehnaz,0.0,Urdu,2006-08-06,0.75,0.56,0.6,0.48,-5.835,0.046,164.005,0,10,0.08,4,37,6054744,0,0,0,Happy
Gaur Sarang,Ustad Umrao Bundu khan,/artist/ustad-umrao-bundu-khan,0.0,Urdu,2006-08-07,0.88,0.86,0.17,0.84,-2.722,0.041,219.942,0,3,0.033,4,84,5333125,0,0,0,Sad
